question,contexts,ground_truth,evolution_type,metadata,episode_done
 What types of facilities are typically available to support computer science education and research?,['Also in\n\nComputer Science\n\nComputer Science facilities'],"Typically, facilities supporting computer science education and research include laboratories equipped with the latest computing hardware and software, lecture halls for teaching, libraries with extensive resources on computer science topics, collaborative workspaces for group projects, as well as access to specialized equipment like servers, supercomputers, and simulation tools. These facilities are designed to foster learning, innovation, and research in various areas of computer science.",simple,"[{'source': 'https://www.ntu.ac.uk/course/computer-science', 'title': 'Computer Science | Nottingham Trent University', 'description': ""Pursue your passion for computer science. You'll get involved in industry projects and  research to develop skills and experience employers are looking for."", 'language': 'en', 'filename': 'https://www.ntu.ac.uk/course/computer-science'}]",True
 What is the role of the Interdisciplinary Science and Technology Centre (ISTeC) at NTU in supporting research and majors across various fields?,"['Computer Science Facilities\n        Find out about our impressive range of Computer Science facilities available in the Interdisciplinary Science and Technology Centre (ISTeC).\n\nInterdisciplinary Science and Technology Centre (ISTeC)\n        ISTeC is a cutting-edge 13 million facility at NTU, supporting research and majors in Computer Science, Bioscience, Chemistry, and Sport Science.\n\nLatest news\n\nAccelerate your research with NTU’s new supercomputing Hydra AI service\n        \n            Wed 15 May 2024\n\nStudy will develop AI to spot lung cancer risk from patient data\n        \n            Mon 11 Mar 2024\n\nCARPHA and NTU Forge Strategic Partnership to Tackle NCDs\n        \n            Thu 25 May 2023\n\nNotts Healthcare launches interactive walks App to boost physical and mental health\n        \n            Thu 30 Jun 2022\n\nNTU researcher among the ‘Top 50 Women in Engineering’\n        \n            Thu 23 Jun 2022']","The Interdisciplinary Science and Technology Centre (ISTeC) at NTU plays a significant role in supporting research and majors across various fields, including Computer Science, Bioscience, Chemistry, and Sport Science. It is a cutting-edge facility with an investment of 13 million, providing resources for interdisciplinary studies and advancements.",simple,"[{'source': 'https://www.ntu.ac.uk/study-and-courses/academic-schools/science-and-technology/Computer-Science', 'title': 'Department of Computer Science | Nottingham Trent University', 'description': 'Digital experts are at the core of modern society. Meet Nottingham Trent University’s Department of Computer Science.', 'language': 'en', 'filename': 'https://www.ntu.ac.uk/study-and-courses/academic-schools/science-and-technology/Computer-Science'}]",True
 What role does a Senior Lecturer play at the School of Science & Technology?,"['Zoheir Ezziane\n            \n            \n                \n                Senior Lecturer\n                \n            \n            \n              \n                \n                    \n                \n            \n            \n                        \n                \n                    \n                    School of Science & Technology\n\nView all staff\n\nComputer Science courses\n\nIf you’re just starting out and are passionate about working in computing and technology, our accredited undergraduate computing courses can help your get there.\n\nView our courses\n\nOur research\n\nThe Computing and Informatics Research Centre’s (CIRC) unifying and overarching research vision is ‘Enabling Digital Technology’ and is grounded in high-quality, interdisciplinary work with expertise in advanced computer science topics with links to partners from both academia and industry. The CIRC’s research is delivered by four groups.']",nan,simple,"[{'source': 'https://www.ntu.ac.uk/study-and-courses/academic-schools/science-and-technology/Computer-Science', 'title': 'Department of Computer Science | Nottingham Trent University', 'description': 'Digital experts are at the core of modern society. Meet Nottingham Trent University’s Department of Computer Science.', 'language': 'en', 'filename': 'https://www.ntu.ac.uk/study-and-courses/academic-schools/science-and-technology/Computer-Science'}]",True
 What role does robotics play in the research conducted by the Computing and Informatics Research Centre's Centre for Computer Science and Informatics?,"['Centre for Computer Science and Informatics (CIRC)\n        Harnessing enabling technologies ranging from machine learning, AI, and advanced display technologies, to intelligent sensors and robotics to drive advances for individuals and society.\n\nResearch groups\n\nInteractive Systems Research Group (ISRG)\n        The Interactive Systems Research Group focuses on the development of new technologies for the cognitive and physical rehabilitation of users within the real world.\n\nComputational Intelligence and Applications Research Group (CIA)\n        This research group brings together academics researching in the areas of computational intelligence applications.\n\nCognitive Computing and Brain Informatics Research Group (CCBI) \n        This research group is centred around brain research, mainly brain computer interfacing (BCI) including EEG hyper scanning, and body sensor networking (BCI).']",nan,simple,"[{'source': 'https://www.ntu.ac.uk/study-and-courses/academic-schools/science-and-technology/Computer-Science', 'title': 'Department of Computer Science | Nottingham Trent University', 'description': 'Digital experts are at the core of modern society. Meet Nottingham Trent University’s Department of Computer Science.', 'language': 'en', 'filename': 'https://www.ntu.ac.uk/study-and-courses/academic-schools/science-and-technology/Computer-Science'}]",True
 What role does the School of Science & Technology play in offering computing courses?,"['Zoheir Ezziane\n            \n            \n                \n                Senior Lecturer\n                \n            \n            \n              \n                \n                    \n                \n            \n            \n                        \n                \n                    \n                    School of Science & Technology\n\nView all staff\n\nComputer Science courses\n\nIf you’re just starting out and are passionate about working in computing and technology, our accredited undergraduate computing courses can help your get there.\n\nView our courses\n\nOur research\n\nThe Computing and Informatics Research Centre’s (CIRC) unifying and overarching research vision is ‘Enabling Digital Technology’ and is grounded in high-quality, interdisciplinary work with expertise in advanced computer science topics with links to partners from both academia and industry. The CIRC’s research is delivered by four groups.']","The School of Science & Technology, where Zoheir Ezziane serves as a Senior Lecturer, plays a significant role in offering accredited undergraduate computing courses. These courses are designed to help students who are passionate about working in computing and technology get started on their journey.",simple,"[{'source': 'https://www.ntu.ac.uk/study-and-courses/academic-schools/science-and-technology/Computer-Science', 'title': 'Department of Computer Science | Nottingham Trent University', 'description': 'Digital experts are at the core of modern society. Meet Nottingham Trent University’s Department of Computer Science.', 'language': 'en', 'filename': 'https://www.ntu.ac.uk/study-and-courses/academic-schools/science-and-technology/Computer-Science'}]",True
 What types of state-of-the-art facilities can students expect to find at NTU's Clifton Campus for their Computer Science studies?,"[""- BSc (Hons)\n\nAbout Computer Science\n\nFrom artificial intelligence to game technology, our courses span the whole spectrum of computer science.\n\nYou’ll study in state-of-the-art facilities at our Clifton Campus, which includes a robot arena, games consoles, networking and security, and human-interactive technology labs. It’s a self-contained campus with all the mod cons and equipment you might need.\n\nYou can count on the support of industry veterans from across the sector – from Fujitsu Systems to the US Department of Homeland Security. You can apply your learning to work placements, live industry briefs and research projects, as you gain real-world experience and enhance your career prospects in computing.\n\nLearn more about Computer Science at NTU\n\nDiscover the inspiring story behind Hannah's decision to pursue Computer Science at NTU. Look through other videos for an insightful tour of our facilities and get a glimpse into the enriching academic journey that awaits you.""]","Students studying Computer Science at NTU's Clifton Campus can expect to find a variety of state-of-the-art facilities, including a robot arena, games consoles, networking and security labs, as well as human-interactive technology labs. The campus is self-contained with all the necessary mod cons and equipment.",simple,"[{'source': 'https://www.ntu.ac.uk/course/computer-science', 'title': 'Computer Science | Nottingham Trent University', 'description': ""Pursue your passion for computer science. You'll get involved in industry projects and  research to develop skills and experience employers are looking for."", 'language': 'en', 'filename': 'https://www.ntu.ac.uk/course/computer-science'}]",True
" What is the location of Nottingham Trent University's event on ""Secrets of Healthy Ageing - Boost Your Immune System""?","['19\n                Jun\n            \n        \n        \n        \n            Secrets of Healthy Ageing - Boost Your Immune System\n            \n                \n                \n                Nottingham Trent University, \n                Room 005 - Dryden Building, \n                \n                Nottingham, \n                \n                \n                NG1 4FZ\n\n04\n                Jul\n            \n        \n        \n        \n            4D Materials Design and Additive Manufacturing 2024 Conference\n            \n                \n                \n                Palais des Congrès (Congress Center) Quai l’Herminier, 2000 Ajaccio, France., \n                \n                \n                Ajaccio, \n                \n                France,']","Nottingham Trent University's event 'Secrets of Healthy Ageing - Boost Your Immune System' is located in Room 005 - Dryden Building, Nottingham, NG1 4FZ.",simple,"[{'source': 'https://www.ntu.ac.uk/study-and-courses/academic-schools/science-and-technology/Computer-Science', 'title': 'Department of Computer Science | Nottingham Trent University', 'description': 'Digital experts are at the core of modern society. Meet Nottingham Trent University’s Department of Computer Science.', 'language': 'en', 'filename': 'https://www.ntu.ac.uk/study-and-courses/academic-schools/science-and-technology/Computer-Science'}]",True
 What are the various departments and programs offered under Academic Schools in Nottingham?,"['Academic Schools\n\nAnimal, Rural and Environmental Sciences\n\nArchitecture, Design and the Built Environment\n\nNottingham School of Art & Design\n\nArts and Humanities\n\nNottingham Business School\n\nNottingham Law School\n\nScience and Technology\n\nDepartment of Biosciences\n\nDepartment of Chemistry\n\nDepartment of Computer Science\n\nDepartment of Engineering\n\nDepartment of Forensic Science\n\nDepartment of Mathematics\n\nDepartment of Physics\n\nDepartment of Sport Science\n\nLeadership Team - Science and Technology\n\nForensic Science Short Courses\n\nView leadership team\n\nView all staff\n\nView all news\n\nSearch our research\n\nOpportunities\n\nThe John van Geest Cancer Research Centre\n\nPhysics and Mathematics Scholarship Group\n\nSocial Sciences\n\nNTU in Mansfield\n\nView all NLS staff\n\nView all NLS News\n\nView all NLS events\n\nNLS Leadership Team\n\nNLS Legal']","Under Academic Schools in Nottingham, various departments and programs are offered including Animal, Rural and Environmental Sciences; Architecture, Design and the Built Environment; Arts and Humanities; Business; Law; Science and Technology with a Leadership Team - Science and Technology; Forensic Science Short Courses; Department of Biosciences; Department of Chemistry; Department of Computer Science; Department of Engineering; Department of Forensic Science; Department of Mathematics; Department of Physics; Department of Sport Science. Additionally, there is the John van Geest Cancer Research Centre and opportunities such as the Physics and Mathematics Scholarship Group, Social Sciences, NTU in Mansfield, and various staff, news, events, and legal services.",simple,"[{'source': 'https://www.ntu.ac.uk/study-and-courses/academic-schools/science-and-technology/Computer-Science', 'title': 'Department of Computer Science | Nottingham Trent University', 'description': 'Digital experts are at the core of modern society. Meet Nottingham Trent University’s Department of Computer Science.', 'language': 'en', 'filename': 'https://www.ntu.ac.uk/study-and-courses/academic-schools/science-and-technology/Computer-Science'}]",True
 What are some of the impressive computer science facilities available at the Interdisciplinary Science and Technology Centre (ISTeC)?,"['Computer Science Facilities\n        Find out about our impressive range of Computer Science facilities available in the Interdisciplinary Science and Technology Centre (ISTeC).\n\nInterdisciplinary Science and Technology Centre (ISTeC)\n        ISTeC is a cutting-edge 13 million facility at NTU, supporting research and majors in Computer Science, Bioscience, Chemistry, and Sport Science.\n\nLatest news\n\nAccelerate your research with NTU’s new supercomputing Hydra AI service\n        \n            Wed 15 May 2024\n\nStudy will develop AI to spot lung cancer risk from patient data\n        \n            Mon 11 Mar 2024\n\nCARPHA and NTU Forge Strategic Partnership to Tackle NCDs\n        \n            Thu 25 May 2023\n\nNotts Healthcare launches interactive walks App to boost physical and mental health\n        \n            Thu 30 Jun 2022\n\nNTU researcher among the ‘Top 50 Women in Engineering’\n        \n            Thu 23 Jun 2022']",nan,simple,"[{'source': 'https://www.ntu.ac.uk/study-and-courses/academic-schools/science-and-technology/Computer-Science', 'title': 'Department of Computer Science | Nottingham Trent University', 'description': 'Digital experts are at the core of modern society. Meet Nottingham Trent University’s Department of Computer Science.', 'language': 'en', 'filename': 'https://www.ntu.ac.uk/study-and-courses/academic-schools/science-and-technology/Computer-Science'}]",True
 What is the location of NTU's Computer Science facilities?,['Department of Computer Science\n        Welcome to the Computer Science Department at NTU. The department combines internationally significant research with an outstanding record for teaching excellence. Our state-of-the-art facilities and career-focused approach to course design provide the right conditions for students to succeed in their chosen fields.\n\nComputer Science facilities\n        Explore our our Computer Science facilities at our Clifton Campus. You can take a look at the outstanding lab facilities in our ISTeC building.\n\nTake a virtual tour\n        The NTU virtual tour is a great way to get to know our University from the comfort of your own home.\n\nSupporting your success\n        What makes life and learning at NTU so special? Discover just a few of the benefits and free services designed to enhance your student experience.\n\nSearch for a specific course\n\nOrder a prospectus\n\nBook an open day\n\nLearn about life in Nottingham\n\nChat to students or staff\n\nAlso in'],"NTU's Computer Science facilities are located at their Clifton Campus, where you can explore the outstanding lab facilities in our ISTeC building.",simple,"[{'source': 'https://www.ntu.ac.uk/course/computer-science', 'title': 'Computer Science | Nottingham Trent University', 'description': ""Pursue your passion for computer science. You'll get involved in industry projects and  research to develop skills and experience employers are looking for."", 'language': 'en', 'filename': 'https://www.ntu.ac.uk/course/computer-science'}]",True
 What are the advantages of industry-focused courses in Computer Science for job applications?,"[""Careers in Computer Science\n\nThe industry-focused nature of our courses ensures you stand out from the crowd when it comes to job applications and pursuing your future career. Our graduates are widely respected amongst employers and are perceived as having a competitive edge due to the hands-on approach of our teaching.\n\nOur recent graduates have secured roles at companies including:\n\nNext Retail Ltd\n\nBoots UK\n\nCisco Systems\n\nSchlumberger\n\nExperian\n\nBT\n\nRockstar Games\n\nWorldwide Clinical Trials UK Ltd\n\nAmerican Express\n\nUK Government\n\nThey have gone into a wide variety of job roles including:\n\nBusiness Analyst\n\nProgrammer\n\nProject Software Implementation Officer\n\nWeb Developer\n\nGames Tester\n\nGraduate Game Development and Programmer\n\nSoftware Engineer\n\nCyber Security Analyst\n\nProduct Consultant\n\nExplore Computer Science\n\nFind out about the facilities you'll have access to on your course and the benefits and support you'll receive as an NTU student.""]","Industry-focused courses in Computer Science provide several advantages for job applications, including standing out from other candidates due to their practical approach and relevance to real-world employers. Graduates of these programs are perceived as having a competitive edge because they have hands-on experience that is highly valued by companies. This focus on industry also prepares students for various roles such as Business Analyst, Programmer, Project Software Implementation Officer, Web Developer, Games Tester, and more.",simple,"[{'source': 'https://www.ntu.ac.uk/course/computer-science', 'title': 'Computer Science | Nottingham Trent University', 'description': ""Pursue your passion for computer science. You'll get involved in industry projects and  research to develop skills and experience employers are looking for."", 'language': 'en', 'filename': 'https://www.ntu.ac.uk/course/computer-science'}]",True
What is the primary purpose of taking a virtual tour at Nottingham Trent University's (NTU) Computer Science Department?,"[""Careers in Computer Science\n\nThe industry-focused nature of our courses ensures you stand out from the crowd when it comes to job applications and pursuing your future career. Our graduates are widely respected amongst employers and are perceived as having a competitive edge due to the hands-on approach of our teaching.\n\nOur recent graduates have secured roles at companies including:\n\nNext Retail Ltd\n\nBoots UK\n\nCisco Systems\n\nSchlumberger\n\nExperian\n\nBT\n\nRockstar Games\n\nWorldwide Clinical Trials UK Ltd\n\nAmerican Express\n\nUK Government\n\nThey have gone into a wide variety of job roles including:\n\nBusiness Analyst\n\nProgrammer\n\nProject Software Implementation Officer\n\nWeb Developer\n\nGames Tester\n\nGraduate Game Development and Programmer\n\nSoftware Engineer\n\nCyber Security Analyst\n\nProduct Consultant\n\nExplore Computer Science\n\nFind out about the facilities you'll have access to on your course and the benefits and support you'll receive as an NTU student."", 'Department of Computer Science\n        Welcome to the Computer Science Department at NTU. The department combines internationally significant research with an outstanding record for teaching excellence. Our state-of-the-art facilities and career-focused approach to course design provide the right conditions for students to succeed in their chosen fields.\n\nComputer Science facilities\n        Explore our our Computer Science facilities at our Clifton Campus. You can take a look at the outstanding lab facilities in our ISTeC building.\n\nTake a virtual tour\n        The NTU virtual tour is a great way to get to know our University from the comfort of your own home.\n\nSupporting your success\n        What makes life and learning at NTU so special? Discover just a few of the benefits and free services designed to enhance your student experience.\n\nSearch for a specific course\n\nOrder a prospectus\n\nBook an open day\n\nLearn about life in Nottingham\n\nChat to students or staff\n\nAlso in']","The primary purpose of taking a virtual tour at Nottingham Trent University's (NTU) Computer Science Department is to get to know the university and its facilities, including the outstanding lab facilities in their ISTeC building, from the comfort of one's own home.",simple,"[{'source': 'https://www.ntu.ac.uk/course/computer-science', 'title': 'Computer Science | Nottingham Trent University', 'description': ""Pursue your passion for computer science. You'll get involved in industry projects and  research to develop skills and experience employers are looking for."", 'language': 'en', 'filename': 'https://www.ntu.ac.uk/course/computer-science'}, {'source': 'https://www.ntu.ac.uk/course/computer-science', 'title': 'Computer Science | Nottingham Trent University', 'description': ""Pursue your passion for computer science. You'll get involved in industry projects and  research to develop skills and experience employers are looking for."", 'language': 'en', 'filename': 'https://www.ntu.ac.uk/course/computer-science'}]",True
 What are some of the facilities and resources available at the Computer Science Department at NTU?,['Department of Computer Science\n        Welcome to the Computer Science Department at NTU. The department combines internationally significant research with an outstanding record for teaching excellence. Our state-of-the-art facilities and career-focused approach to course design provide the right conditions for students to succeed in their chosen fields.\n\nComputer Science facilities\n        Explore our our Computer Science facilities at our Clifton Campus. You can take a look at the outstanding lab facilities in our ISTeC building.\n\nTake a virtual tour\n        The NTU virtual tour is a great way to get to know our University from the comfort of your own home.\n\nSupporting your success\n        What makes life and learning at NTU so special? Discover just a few of the benefits and free services designed to enhance your student experience.\n\nSearch for a specific course\n\nOrder a prospectus\n\nBook an open day\n\nLearn about life in Nottingham\n\nChat to students or staff\n\nAlso in'],"The Computer Science Department at NTU offers state-of-the-art lab facilities, including those found in the ISTeC building. Additionally, students can explore these facilities on our Clifton Campus and take a virtual tour of the university to get acquainted with its resources.",simple,"[{'source': 'https://www.ntu.ac.uk/course/computer-science', 'title': 'Computer Science | Nottingham Trent University', 'description': ""Pursue your passion for computer science. You'll get involved in industry projects and  research to develop skills and experience employers are looking for."", 'language': 'en', 'filename': 'https://www.ntu.ac.uk/course/computer-science'}]",True
 What is the significance of NTU receiving the first-ever Turing Network Development Awards among universities?,"['NTU among universities to receive first-ever Turing Network Development Awards\n        \n            Wed 02 Feb 2022\n\nView all news\n\nOur events\n\n31\n                May\n            \n        \n        \n        \n            Sport Engineering Seminar Day 2024\n            \n                \n                \n                NTU Clifton Campus, \n                Teaching and Learning Building, \n                Clifton Lane, \n                Clifton, \n                Nottinghamshire, \n                \n                NG11 8NS\n\n18\n                Jun\n            \n        \n        \n        \n            Physical Activity and the Endocrine system 2024']",nan,simple,"[{'source': 'https://www.ntu.ac.uk/study-and-courses/academic-schools/science-and-technology/Computer-Science', 'title': 'Department of Computer Science | Nottingham Trent University', 'description': 'Digital experts are at the core of modern society. Meet Nottingham Trent University’s Department of Computer Science.', 'language': 'en', 'filename': 'https://www.ntu.ac.uk/study-and-courses/academic-schools/science-and-technology/Computer-Science'}]",True
 Which universities were among those to receive the first-ever Turing Network Development Awards?,"['NTU among universities to receive first-ever Turing Network Development Awards\n        \n            Wed 02 Feb 2022\n\nView all news\n\nOur events\n\n31\n                May\n            \n        \n        \n        \n            Sport Engineering Seminar Day 2024\n            \n                \n                \n                NTU Clifton Campus, \n                Teaching and Learning Building, \n                Clifton Lane, \n                Clifton, \n                Nottinghamshire, \n                \n                NG11 8NS\n\n18\n                Jun\n            \n        \n        \n        \n            Physical Activity and the Endocrine system 2024']",nan,simple,"[{'source': 'https://www.ntu.ac.uk/study-and-courses/academic-schools/science-and-technology/Computer-Science', 'title': 'Department of Computer Science | Nottingham Trent University', 'description': 'Digital experts are at the core of modern society. Meet Nottingham Trent University’s Department of Computer Science.', 'language': 'en', 'filename': 'https://www.ntu.ac.uk/study-and-courses/academic-schools/science-and-technology/Computer-Science'}]",True
" What is the focus of the ""4D Materials Design and Additive Manufacturing"" conference held in Ajaccio, France?","['19\n                Jun\n            \n        \n        \n        \n            Secrets of Healthy Ageing - Boost Your Immune System\n            \n                \n                \n                Nottingham Trent University, \n                Room 005 - Dryden Building, \n                \n                Nottingham, \n                \n                \n                NG1 4FZ\n\n04\n                Jul\n            \n        \n        \n        \n            4D Materials Design and Additive Manufacturing 2024 Conference\n            \n                \n                \n                Palais des Congrès (Congress Center) Quai l’Herminier, 2000 Ajaccio, France., \n                \n                \n                Ajaccio, \n                \n                France,']","The '4D Materials Design and Additive Manufacturing' conference focused on materials design and additive manufacturing. Although the specific details of the focus are not provided in the context, it is a conference that took place at Palais des Congrès (Congress Center) Quai l’Herminier, Ajaccio, France.",simple,"[{'source': 'https://www.ntu.ac.uk/study-and-courses/academic-schools/science-and-technology/Computer-Science', 'title': 'Department of Computer Science | Nottingham Trent University', 'description': 'Digital experts are at the core of modern society. Meet Nottingham Trent University’s Department of Computer Science.', 'language': 'en', 'filename': 'https://www.ntu.ac.uk/study-and-courses/academic-schools/science-and-technology/Computer-Science'}]",True
"What are the details, content, and offerings of the Forensic Science Short Courses provided by Nottingham University?

output: The question seeks information about the specifics of the Forensic Science Short Courses offered by Nottingham University, including their structure, duration, topics covered, and any other relevant details. This improved version provides a clearer understanding for those who may not be familiar with these courses or have access to detailed information.","['Academic Schools\n\nAnimal, Rural and Environmental Sciences\n\nArchitecture, Design and the Built Environment\n\nNottingham School of Art & Design\n\nArts and Humanities\n\nNottingham Business School\n\nNottingham Law School\n\nScience and Technology\n\nDepartment of Biosciences\n\nDepartment of Chemistry\n\nDepartment of Computer Science\n\nDepartment of Engineering\n\nDepartment of Forensic Science\n\nDepartment of Mathematics\n\nDepartment of Physics\n\nDepartment of Sport Science\n\nLeadership Team - Science and Technology\n\nForensic Science Short Courses\n\nView leadership team\n\nView all staff\n\nView all news\n\nSearch our research\n\nOpportunities\n\nThe John van Geest Cancer Research Centre\n\nPhysics and Mathematics Scholarship Group\n\nSocial Sciences\n\nNTU in Mansfield\n\nView all NLS staff\n\nView all NLS News\n\nView all NLS events\n\nNLS Leadership Team\n\nNLS Legal']",nan,simple,"[{'source': 'https://www.ntu.ac.uk/study-and-courses/academic-schools/science-and-technology/Computer-Science', 'title': 'Department of Computer Science | Nottingham Trent University', 'description': 'Digital experts are at the core of modern society. Meet Nottingham Trent University’s Department of Computer Science.', 'language': 'en', 'filename': 'https://www.ntu.ac.uk/study-and-courses/academic-schools/science-and-technology/Computer-Science'}]",True
 What are some of the impressive computer science facilities available at the Interdisciplinary Science and Technology Centre (ISTeC)?,"['Computer Science Facilities\n        Find out about our impressive range of Computer Science facilities available in the Interdisciplinary Science and Technology Centre (ISTeC).\n\nInterdisciplinary Science and Technology Centre (ISTeC)\n        ISTeC is a cutting-edge 13 million facility at NTU, supporting research and majors in Computer Science, Bioscience, Chemistry, and Sport Science.\n\nLatest news\n\nAccelerate your research with NTU’s new supercomputing Hydra AI service\n        \n            Wed 15 May 2024\n\nStudy will develop AI to spot lung cancer risk from patient data\n        \n            Mon 11 Mar 2024\n\nCARPHA and NTU Forge Strategic Partnership to Tackle NCDs\n        \n            Thu 25 May 2023\n\nNotts Healthcare launches interactive walks App to boost physical and mental health\n        \n            Thu 30 Jun 2022\n\nNTU researcher among the ‘Top 50 Women in Engineering’\n        \n            Thu 23 Jun 2022']",nan,simple,"[{'source': 'https://www.ntu.ac.uk/study-and-courses/academic-schools/science-and-technology/Computer-Science', 'title': 'Department of Computer Science | Nottingham Trent University', 'description': 'Digital experts are at the core of modern society. Meet Nottingham Trent University’s Department of Computer Science.', 'language': 'en', 'filename': 'https://www.ntu.ac.uk/study-and-courses/academic-schools/science-and-technology/Computer-Science'}]",True
 What is the significance of NTU receiving the first-ever Turing Network Development Awards among universities?,"['NTU among universities to receive first-ever Turing Network Development Awards\n        \n            Wed 02 Feb 2022\n\nView all news\n\nOur events\n\n31\n                May\n            \n        \n        \n        \n            Sport Engineering Seminar Day 2024\n            \n                \n                \n                NTU Clifton Campus, \n                Teaching and Learning Building, \n                Clifton Lane, \n                Clifton, \n                Nottinghamshire, \n                \n                NG11 8NS\n\n18\n                Jun\n            \n        \n        \n        \n            Physical Activity and the Endocrine system 2024']",nan,simple,"[{'source': 'https://www.ntu.ac.uk/study-and-courses/academic-schools/science-and-technology/Computer-Science', 'title': 'Department of Computer Science | Nottingham Trent University', 'description': 'Digital experts are at the core of modern society. Meet Nottingham Trent University’s Department of Computer Science.', 'language': 'en', 'filename': 'https://www.ntu.ac.uk/study-and-courses/academic-schools/science-and-technology/Computer-Science'}]",True
 Who are the key members in the Computer Science department and their respective roles?,['Meet the team\n\nAhmad Lotfi\n        \t                \n                                                                                                Professor and Head of Department\n                                                                                        \n                                                                                                                                                                                        \n                                                                                                Computer Science\n\nJoanna Hartley\n            \n            \n                \n                Deputy Head of Department\n                \n            \n            \n              \n                \n                    \n                \n            \n            \n                        \n                \n                Computer Science'],"The key members in the Computer Science department include Ahmad Lotfi, who is both a Professor and Head of Department, and Joanna Hartley, who serves as Deputy Head of Department.",simple,"[{'source': 'https://www.ntu.ac.uk/study-and-courses/academic-schools/science-and-technology/Computer-Science', 'title': 'Department of Computer Science | Nottingham Trent University', 'description': 'Digital experts are at the core of modern society. Meet Nottingham Trent University’s Department of Computer Science.', 'language': 'en', 'filename': 'https://www.ntu.ac.uk/study-and-courses/academic-schools/science-and-technology/Computer-Science'}]",True
 What is the significance of NTU receiving the first-ever Turing Network Development Awards among universities?,"['NTU among universities to receive first-ever Turing Network Development Awards\n        \n            Wed 02 Feb 2022\n\nView all news\n\nOur events\n\n31\n                May\n            \n        \n        \n        \n            Sport Engineering Seminar Day 2024\n            \n                \n                \n                NTU Clifton Campus, \n                Teaching and Learning Building, \n                Clifton Lane, \n                Clifton, \n                Nottinghamshire, \n                \n                NG11 8NS\n\n18\n                Jun\n            \n        \n        \n        \n            Physical Activity and the Endocrine system 2024']",nan,simple,"[{'source': 'https://www.ntu.ac.uk/study-and-courses/academic-schools/science-and-technology/Computer-Science', 'title': 'Department of Computer Science | Nottingham Trent University', 'description': 'Digital experts are at the core of modern society. Meet Nottingham Trent University’s Department of Computer Science.', 'language': 'en', 'filename': 'https://www.ntu.ac.uk/study-and-courses/academic-schools/science-and-technology/Computer-Science'}]",True
 What are the roles and responsibilities held by Joanna Hartley within the Computer Science department?,['Meet the team\n\nAhmad Lotfi\n        \t                \n                                                                                                Professor and Head of Department\n                                                                                        \n                                                                                                                                                                                        \n                                                                                                Computer Science\n\nJoanna Hartley\n            \n            \n                \n                Deputy Head of Department\n                \n            \n            \n              \n                \n                    \n                \n            \n            \n                        \n                \n                Computer Science'],Joanna Hartley holds the role of Deputy Head of Department in the Computer Science department.,simple,"[{'source': 'https://www.ntu.ac.uk/study-and-courses/academic-schools/science-and-technology/Computer-Science', 'title': 'Department of Computer Science | Nottingham Trent University', 'description': 'Digital experts are at the core of modern society. Meet Nottingham Trent University’s Department of Computer Science.', 'language': 'en', 'filename': 'https://www.ntu.ac.uk/study-and-courses/academic-schools/science-and-technology/Computer-Science'}]",True
 What are the advantages of industry-focused courses in Computer Science for job applications?,"[""Careers in Computer Science\n\nThe industry-focused nature of our courses ensures you stand out from the crowd when it comes to job applications and pursuing your future career. Our graduates are widely respected amongst employers and are perceived as having a competitive edge due to the hands-on approach of our teaching.\n\nOur recent graduates have secured roles at companies including:\n\nNext Retail Ltd\n\nBoots UK\n\nCisco Systems\n\nSchlumberger\n\nExperian\n\nBT\n\nRockstar Games\n\nWorldwide Clinical Trials UK Ltd\n\nAmerican Express\n\nUK Government\n\nThey have gone into a wide variety of job roles including:\n\nBusiness Analyst\n\nProgrammer\n\nProject Software Implementation Officer\n\nWeb Developer\n\nGames Tester\n\nGraduate Game Development and Programmer\n\nSoftware Engineer\n\nCyber Security Analyst\n\nProduct Consultant\n\nExplore Computer Science\n\nFind out about the facilities you'll have access to on your course and the benefits and support you'll receive as an NTU student.""]","Industry-focused courses in Computer Science provide several advantages for job applications, including standing out from other candidates due to their practical approach and relevance to real-world employers. Graduates of these programs are perceived as having a competitive edge because they have hands-on experience that is highly valued by companies. This focus on industry also prepares students for various roles such as Business Analyst, Programmer, Project Software Implementation Officer, Web Developer, Games Tester, and more.",simple,"[{'source': 'https://www.ntu.ac.uk/course/computer-science', 'title': 'Computer Science | Nottingham Trent University', 'description': ""Pursue your passion for computer science. You'll get involved in industry projects and  research to develop skills and experience employers are looking for."", 'language': 'en', 'filename': 'https://www.ntu.ac.uk/course/computer-science'}]",True
 Which universities were among those to receive the first-ever Turing Network Development Awards?,"['NTU among universities to receive first-ever Turing Network Development Awards\n        \n            Wed 02 Feb 2022\n\nView all news\n\nOur events\n\n31\n                May\n            \n        \n        \n        \n            Sport Engineering Seminar Day 2024\n            \n                \n                \n                NTU Clifton Campus, \n                Teaching and Learning Building, \n                Clifton Lane, \n                Clifton, \n                Nottinghamshire, \n                \n                NG11 8NS\n\n18\n                Jun\n            \n        \n        \n        \n            Physical Activity and the Endocrine system 2024']",nan,simple,"[{'source': 'https://www.ntu.ac.uk/study-and-courses/academic-schools/science-and-technology/Computer-Science', 'title': 'Department of Computer Science | Nottingham Trent University', 'description': 'Digital experts are at the core of modern society. Meet Nottingham Trent University’s Department of Computer Science.', 'language': 'en', 'filename': 'https://www.ntu.ac.uk/study-and-courses/academic-schools/science-and-technology/Computer-Science'}]",True
