question,Retrieval_Time,Chain_Time,context,answer,contexts,ground_truth,evolution_type,metadata,episode_done
 What is the role of Dr. Omprakash Kaiwartya as the course leader for MSc Engineering - Electronics?,0.0068726539611816,2.5208535194396973,"The course leader for MSc Engineering - Electronics is Dr. Omprakash Kaiwartya, who is a Senior Lecturer in Computer Science at Nottingham Trent University.

The course leader for MSc Engineering - Electronics is Dr. Omprakash Kaiwartya, who is a Senior Lecturer in Computer Science at Nottingham Trent University.

The course leader for MSc Engineering - Electronics is Dr. Omprakash Kaiwartya, who is a Senior Lecturer in Computer Science at Nottingham Trent University.

Metadata: Course Leaders in Engineering

Text:

The course leader for MSc Engineering Management is Dr. Zoheir Ezziane, who is a Senior Lecturer in Computer Science at Nottingham Trent University."," Dr. Omprakash Kaiwartya is the course leader for MSc Engineering - Electronics at Nottingham Trent University. As the course leader, he is responsible for overseeing the curriculum, teaching, and assessment of the course. He also provides guidance and support to students throughout their studies. Additionally, he may contribute to research in the field of electronics engineering and collaborate with industry partners to ensure the course remains relevant and up-to-date.","['The course leader for MSc Engineering - Electronics is Dr. Omprakash Kaiwartya, who is a Senior Lecturer in Computer Science at Nottingham Trent University.']","As the course leader for MSc Engineering - Electronics, Dr. Omprakash Kaiwartya's role likely involves overseeing the curriculum development, teaching responsibilities, and providing guidance to students in this field of study at Nottingham Trent University.",simple,"[{'source': 'CS_OpenDay_General.docx', 'filename': 'CS_OpenDay_General.docx'}]",True
 Who holds the position of course leader for MSc Data Science at Nottingham Trent University?,0.0072224140167236,0.7614614963531494,"The Deputy Head of the Computer Science department at Nottingham Trent University is Dr. Joanna Hartley. 

The Undergraduate Courses Manager at Nottingham Trent University is Dr. Peter Fitzgerald, who is a Principal Lecturer in Computer Science at Nottingham Trent University.

The Deputy Head of the Computer Science department at Nottingham Trent University is Dr. Joanna Hartley. 

The Undergraduate Courses Manager at Nottingham Trent University is Dr. Peter Fitzgerald, who is a Principal Lecturer in Computer Science at Nottingham Trent University.

The Deputy Head of the Computer Science department at Nottingham Trent University is Dr. Joanna Hartley. 

The Undergraduate Courses Manager at Nottingham Trent University is Dr. Peter Fitzgerald, who is a Principal Lecturer in Computer Science at Nottingham Trent University.

The course leader for MSc Data Science is Dr. Taha Osman, who is a principal Lecturer in Computer Science at Nottingham Trent University 

The course leader for MSc Cloud and Enterprise Computing is Dr. Taha Osman, who is a principal Lecturer in Computer Science at Nottingham Trent University", Dr. Taha Osman is the course leader for MSc Data Science at Nottingham Trent University.,"['The course leader for MSc IT Security is Dr. John Kingston, who is a Senior Lecturer in Computer Science at Nottingham Trent University.\n\n \n\nMetadata: Course Leaders in Data Science\n\nText:\n\nThe course leader for Data Science BSc (Hons) is Dr. Isibor Kennedy Ihianle, who is a Senior Lecturer in Computer Science at Nottingham Trent University. \n\nThe course leader for MSc Data Science is Dr. Taha Osman, who is a principal Lecturer in Computer Science at Nottingham Trent University \n\nThe course leader for MSc Cloud and Enterprise Computing is Dr. Taha Osman, who is a principal Lecturer in Computer Science at Nottingham Trent University \n\n \n\nMetadata: Course Leaders in Engineering\n\nText:\n\nThe course leader for MSc Engineering Management is Dr. Zoheir Ezziane, who is a Senior Lecturer in Computer Science at Nottingham Trent University.']",Dr. Taha Osman holds the position of course leader for MSc Data Science at Nottingham Trent University.,simple,"[{'source': 'CS_OpenDay_General.docx', 'filename': 'CS_OpenDay_General.docx'}]",True
 Who is the current course leader for MSc IT Security and where are they based?,0.0074648857116699,1.1986114978790283,"The course leader for MSc Cyber Security is Dr. Alexandros Konios, who is a Senior Lecturer in Computer Science at Nottingham Trent University.

The course leader for MSc IT Security is Dr. John Kingston, who is a Senior Lecturer in Computer Science at Nottingham Trent University.

The course leader for MSc Cyber Security is Dr. Alexandros Konios, who is a Senior Lecturer in Computer Science at Nottingham Trent University.

The course leader for MSc IT Security is Dr. John Kingston, who is a Senior Lecturer in Computer Science at Nottingham Trent University.

The course leader for MSc Cyber Security is Dr. Alexandros Konios, who is a Senior Lecturer in Computer Science at Nottingham Trent University.

The course leader for MSc IT Security is Dr. John Kingston, who is a Senior Lecturer in Computer Science at Nottingham Trent University.

The course leader for MSc Computer Science is Dr. Alexandros Konios, who is a Senior Lecturer in Computer Science at Nottingham Trent University.

The course leader for MSc Computing Systems is Dr. Neil Sculthorpe, who is a Senior Lecturer in Computer Science at Nottingham Trent University."," Dr. John Kingston is the current course leader for MSc IT Security, and he is based at Nottingham Trent University, Clifton Campus, Nottingham, United Kingdom.","['The course leader for MSc IT Security is Dr. John Kingston, who is a Senior Lecturer in Computer Science at Nottingham Trent University.\n\n \n\nMetadata: Course Leaders in Data Science\n\nText:\n\nThe course leader for Data Science BSc (Hons) is Dr. Isibor Kennedy Ihianle, who is a Senior Lecturer in Computer Science at Nottingham Trent University. \n\nThe course leader for MSc Data Science is Dr. Taha Osman, who is a principal Lecturer in Computer Science at Nottingham Trent University \n\nThe course leader for MSc Cloud and Enterprise Computing is Dr. Taha Osman, who is a principal Lecturer in Computer Science at Nottingham Trent University \n\n \n\nMetadata: Course Leaders in Engineering\n\nText:\n\nThe course leader for MSc Engineering Management is Dr. Zoheir Ezziane, who is a Senior Lecturer in Computer Science at Nottingham Trent University.']","The current course leader for MSc IT Security is Dr. John Kingston, who is a Senior Lecturer in Computer Science at Nottingham Trent University.",simple,"[{'source': 'CS_OpenDay_General.docx', 'filename': 'CS_OpenDay_General.docx'}]",True
 Who is the current course leader for the MSc Data Science program at Nottingham Trent University?,0.0068395137786865,0.8326120376586914,"The Deputy Head of the Computer Science department at Nottingham Trent University is Dr. Joanna Hartley. 

The Undergraduate Courses Manager at Nottingham Trent University is Dr. Peter Fitzgerald, who is a Principal Lecturer in Computer Science at Nottingham Trent University.

The Deputy Head of the Computer Science department at Nottingham Trent University is Dr. Joanna Hartley. 

The Undergraduate Courses Manager at Nottingham Trent University is Dr. Peter Fitzgerald, who is a Principal Lecturer in Computer Science at Nottingham Trent University.

The Deputy Head of the Computer Science department at Nottingham Trent University is Dr. Joanna Hartley. 

The Undergraduate Courses Manager at Nottingham Trent University is Dr. Peter Fitzgerald, who is a Principal Lecturer in Computer Science at Nottingham Trent University.

The Postgraduate Courses Manager at Nottingham Trent University is Dr. Taha Osman, who is also a Principal Lecturer in Computer Science at Nottingham Trent University.", Dr. Taha Osman is the current course leader for the MSc Data Science program at Nottingham Trent University.,"['The course leader for MSc IT Security is Dr. John Kingston, who is a Senior Lecturer in Computer Science at Nottingham Trent University.\n\n \n\nMetadata: Course Leaders in Data Science\n\nText:\n\nThe course leader for Data Science BSc (Hons) is Dr. Isibor Kennedy Ihianle, who is a Senior Lecturer in Computer Science at Nottingham Trent University. \n\nThe course leader for MSc Data Science is Dr. Taha Osman, who is a principal Lecturer in Computer Science at Nottingham Trent University \n\nThe course leader for MSc Cloud and Enterprise Computing is Dr. Taha Osman, who is a principal Lecturer in Computer Science at Nottingham Trent University \n\n \n\nMetadata: Course Leaders in Engineering\n\nText:\n\nThe course leader for MSc Engineering Management is Dr. Zoheir Ezziane, who is a Senior Lecturer in Computer Science at Nottingham Trent University.', 'The course leader for MSc Engineering - Electronics is Dr. Omprakash Kaiwartya, who is a Senior Lecturer in Computer Science at Nottingham Trent University.']","The current course leader for the MSc Data Science program at Nottingham Trent University is Dr. Taha Osman, who is a principal Lecturer in Computer Science.",simple,"[{'source': 'CS_OpenDay_General.docx', 'filename': 'CS_OpenDay_General.docx'}, {'source': 'CS_OpenDay_General.docx', 'filename': 'CS_OpenDay_General.docx'}]",True
 What initiatives does the Cyber Security Research Group (CSRG) undertake to advance the field of cyber security and provide tailored solutions for their clients?,0.0068588256835937,2.4807817935943604,"The Cyber Security Research Group (CSRG) is committed to advancing the field of cyber security through cutting-edge research and development. We focus on creating innovative and practical solutions to address complex security challenges faced by organisations across the world today. By staying at

The Cyber Security Research Group (CSRG) is committed to advancing the field of cyber security through cutting-edge research and development. We focus on creating innovative and practical solutions to address complex security challenges faced by organisations across the world today. By staying at

The Cyber Security Research Group (CSRG) is committed to advancing the field of cyber security through cutting-edge research and development. We focus on creating innovative and practical solutions to address complex security challenges faced by organisations across the world today. By staying at

The Cyber Security Research Group (CSRG) is a dynamic team of seasoned professionals dedicated to researching and implementing effective solutions to safeguard against cyber threats. The Cyber Security Research Group is led by Dr. Ali Sadiq.



Source: Facilities

Metadata: Facilities

Text:"," The Cyber Security Research Group (CSRG) undertakes various initiatives to advance the field of cyber security and provide tailored solutions for their clients. These include conducting cutting-edge research and development, focusing on creating innovative and practical solutions to address complex security challenges faced by organizations worldwide. They also implement these solutions effectively to safeguard against cyber threats. Led by Dr. Ali Sadiq, the CSRG is a dynamic team of seasoned professionals dedicated to this mission.","['The Cyber Security Research Group (CSRG) is committed to advancing the field of cyber security through cutting-edge research and development. We focus on creating innovative and practical solutions to address complex security challenges faced by organisations across the world today. By staying at the forefront of the latest technological advancements and emerging threats, we provide our clients with tailored solutions that meet their unique needs and requirements. Our research and development efforts are focused not on only addressing current security challenges but also anticipating future ones. We collaborate with academic institutions, industry partners, and government agencies to share knowledge and provide resources to drive innovation. Our goal is to provide our clients with the highest level of protection against cyber threats, ensuring their information assets are secure and their operations are uninterrupted. By partnering with CSRG, you can trust that your organisation is in']","The Cyber Security Research Group (CSRG) advances the field of cyber security by focusing on cutting-edge research and development, creating innovative and practical solutions to address complex security challenges. They stay at the forefront of technological advancements and emerging threats to provide tailored solutions for their clients' unique needs. CSRG collaborates with academic institutions, industry partners, and government agencies to share knowledge and drive innovation. Their goal is to ensure high-level protection against cyber threats and uninterrupted operations for their clients.",simple,"[{'source': 'CS_OpenDay_General.docx', 'filename': 'CS_OpenDay_General.docx'}]",True
 What role does the Cyber Security Research Group (CSRG) play in addressing future cyber security threats and ensuring organisations are protected against them?,0.0072762966156005,2.8931283950805664,"The Cyber Security Research Group (CSRG) is a dynamic team of seasoned professionals dedicated to researching and implementing effective solutions to safeguard against cyber threats. The Cyber Security Research Group is led by Dr. Ali Sadiq.



Source: Facilities

Metadata: Facilities

Text:

The Cyber Security Research Group (CSRG) is a dynamic team of seasoned professionals dedicated to researching and implementing effective solutions to safeguard against cyber threats. The Cyber Security Research Group is led by Dr. Ali Sadiq.



Source: Facilities

Metadata: Facilities

Text:

The Cyber Security Research Group (CSRG) is a dynamic team of seasoned professionals dedicated to researching and implementing effective solutions to safeguard against cyber threats. The Cyber Security Research Group is led by Dr. Ali Sadiq.



Source: Facilities

Metadata: Facilities

Text:

The Cyber Security Research Group (CSRG) is a dynamic team of seasoned professionals dedicated to researching and implementing effective solutions to safeguard against cyber threats."," The Cyber Security Research Group (CSRG) plays a crucial role in addressing future cybersecurity threats by conducting research and implementing effective solutions to protect organizations from these threats. Led by Dr. Ali Sadiq, the CSRG is a dynamic team of seasoned professionals who are dedicated to staying ahead of emerging cyber threats and developing innovative strategies to safeguard against them. By working closely with various industries and sectors, the CSRG ensures that organizations have access to cutting-edge cybersecurity knowledge and tools, helping them stay secure in an increasingly complex digital landscape.","['The Cyber Security Research Group (CSRG) is committed to advancing the field of cyber security through cutting-edge research and development. We focus on creating innovative and practical solutions to address complex security challenges faced by organisations across the world today. By staying at the forefront of the latest technological advancements and emerging threats, we provide our clients with tailored solutions that meet their unique needs and requirements. Our research and development efforts are focused not on only addressing current security challenges but also anticipating future ones. We collaborate with academic institutions, industry partners, and government agencies to share knowledge and provide resources to drive innovation. Our goal is to provide our clients with the highest level of protection against cyber threats, ensuring their information assets are secure and their operations are uninterrupted. By partnering with CSRG, you can trust that your organisation is in']","The Cyber Security Research Group (CSRG) plays a crucial role in addressing future cyber security threats by focusing on research and development that anticipates emerging challenges. They collaborate with academic institutions, industry partners, and government agencies to share knowledge and resources, driving innovation. CSRG's efforts are aimed at providing tailored solutions for their clients, ensuring the highest level of protection against cyber threats and securing information assets.",simple,"[{'source': 'CS_OpenDay_General.docx', 'filename': 'CS_OpenDay_General.docx'}]",True
 What is the role of body sensor networking in BCI for identifying and stimulating brain epileptogenic networks?,0.0067782402038574,4.228195428848267,"around brain research, mainly brain computer interfacing (BCI) including EEG hyperscanning, and body sensor networking (BCI) for body and brain abnormality identification. Recently our main interest has been on seizure identification and stimulation of brain epileptogenic networks. This is through

around brain research, mainly brain computer interfacing (BCI) including EEG hyperscanning, and body sensor networking (BCI) for body and brain abnormality identification. Recently our main interest has been on seizure identification and stimulation of brain epileptogenic networks. This is through

around brain research, mainly brain computer interfacing (BCI) including EEG hyperscanning, and body sensor networking (BCI) for body and brain abnormality identification. Recently our main interest has been on seizure identification and stimulation of brain epileptogenic networks. This is through

and stimulation of brain epileptogenic networks. This is through developing new adaptive and cooperative signal processing, model and data driven AI, and single- or multi-channel, multi-dimensional, and multimodal biomedical signal decomposition. The Group activity is centred around brain research,"," Body sensor networking plays a crucial role in Brain Computer Interfacing (BCI) for identifying and stimulating brain epileptogenic networks. By monitoring various physiological signals from the body, such as heart rate, blood pressure, and muscle activity, we can gain additional insights into the overall health and condition of the individual. This information can complement Electroencephalography (EEG) readings, providing a more holistic view of the brain's state. In the case of epilepsy, body sensor networking can help identify early signs of seizures or abnormalities that might not be immediately apparent from EEG data alone. Additionally, by understanding how the body responds to certain stimuli, we can develop more targeted and effective methods for stimulating brain networks associated with epileptic activity.","['The Group activity is centred around brain research, mainly brain computer interfacing (BCI) including EEG hyperscanning, and body sensor networking (BCI) for body and brain abnormality identification. Recently our main interest has been on seizure identification and stimulation of brain epileptogenic networks. This is through developing new adaptive and cooperative signal processing, model and data driven AI, and single- or multi-channel, multi-dimensional, and multimodal biomedical signal decomposition. The Group activity is centred around brain research, mainly brain computer interfacing (BCI) including EEG hyperscanning, and body sensor networking (BCI) for body and brain abnormality identification. Recently our main interest has been on seizure identification and stimulation of brain epileptogenic networks. This is through developing new adaptive and cooperative signal processing, model and data driven AI, and single- or multi-channel, multi-dimensional, and multimodal biomedical']","Body Sensor Networking (BCI) plays a crucial role in Brain Computer Interfacing (BCI) by enabling the identification and stimulation of brain epileptogenic networks. It involves using single- or multi-channel, multi-dimensional, and multimodal biomedical signal decomposition to detect abnormalities such as seizures. This is achieved through developing new adaptive and cooperative signal processing techniques, modeling, and data-driven AI approaches.",simple,"[{'source': 'CS_OpenDay_General.docx', 'filename': 'CS_OpenDay_General.docx'}]",True
 What methods are being developed by the Cognitive Computing and Brain Informatics Research Group to stimulate brain epileptogenic networks?,0.0069050788879394,3.723280429840088,"and stimulation of brain epileptogenic networks. This is through developing new adaptive and cooperative signal processing, model and data driven AI, and single- or multi-channel, multi-dimensional, and multimodal biomedical signal decomposition. The Group activity is centred around brain research,

and stimulation of brain epileptogenic networks. This is through developing new adaptive and cooperative signal processing, model and data driven AI, and single- or multi-channel, multi-dimensional, and multimodal biomedical signal decomposition. The Group activity is centred around brain research,

and stimulation of brain epileptogenic networks. This is through developing new adaptive and cooperative signal processing, model and data driven AI, and single- or multi-channel, multi-dimensional, and multimodal biomedical signal decomposition. The Group activity is centred around brain research,

around brain research, mainly brain computer interfacing (BCI) including EEG hyperscanning, and body sensor networking (BCI) for body and brain abnormality identification. Recently our main interest has been on seizure identification and stimulation of brain epileptogenic networks. This is through"," The Cognitive Computing and Brain Informatics Research Group at Nottingham Trent University is developing methods to stimulate brain epileptogenic networks through the use of adaptive and cooperative signal processing, model and data driven Artificial Intelligence, and single- or multi-channel, multi-dimensional, and multimodal biomedical signal decomposition. Their main focus is on brain research, particularly brain computer interfacing (BCI) including EEG hyperscanning, and body sensor networking (BCI) for body and brain abnormality identification. Lately, their primary interest has been on seizure identification and stimulation of brain epileptogenic networks.","['The Group activity is centred around brain research, mainly brain computer interfacing (BCI) including EEG hyperscanning, and body sensor networking (BCI) for body and brain abnormality identification. Recently our main interest has been on seizure identification and stimulation of brain epileptogenic networks. This is through developing new adaptive and cooperative signal processing, model and data driven AI, and single- or multi-channel, multi-dimensional, and multimodal biomedical signal decomposition. The Group activity is centred around brain research, mainly brain computer interfacing (BCI) including EEG hyperscanning, and body sensor networking (BCI) for body and brain abnormality identification. Recently our main interest has been on seizure identification and stimulation of brain epileptogenic networks. This is through developing new adaptive and cooperative signal processing, model and data driven AI, and single- or multi-channel, multi-dimensional, and multimodal biomedical']","The Cognitive Computing and Brain Informatics Research Group is developing new adaptive and cooperative signal processing, model and data driven AI methods for the stimulation of brain epileptogenic networks. These include single- or multi-channel, multi-dimensional, and multimodal biomedical signal decomposition techniques.",simple,"[{'source': 'CS_OpenDay_General.docx', 'filename': 'CS_OpenDay_General.docx'}]",True
 What role does EEG hyperscanning play in brain computer interfacing (BCI) for seizure identification and stimulation of brain epileptogenic networks?,0.0072114467620849,3.829782962799072,"around brain research, mainly brain computer interfacing (BCI) including EEG hyperscanning, and body sensor networking (BCI) for body and brain abnormality identification. Recently our main interest has been on seizure identification and stimulation of brain epileptogenic networks. This is through

around brain research, mainly brain computer interfacing (BCI) including EEG hyperscanning, and body sensor networking (BCI) for body and brain abnormality identification. Recently our main interest has been on seizure identification and stimulation of brain epileptogenic networks. This is through

around brain research, mainly brain computer interfacing (BCI) including EEG hyperscanning, and body sensor networking (BCI) for body and brain abnormality identification. Recently our main interest has been on seizure identification and stimulation of brain epileptogenic networks. This is through

The Group activity is centred around brain research, mainly brain computer interfacing (BCI) including EEG hyperscanning, and body sensor networking (BCI) for body and brain abnormality identification. Recently our main interest has been on seizure identification and stimulation of brain"," EEG hyperscanning plays a crucial role in Brain Computer Interfacing (BCI) for seizure identification and stimulation of brain epileptogenic networks. It's a technique that involves recording electroencephalography (EEG) signals from multiple subjects simultaneously. In the context of seizure identification, EEG hyperscanning can help detect abnormal patterns or synchronization of brain activity associated with seizures. For stimulation, it can provide real-time feedback to guide non-invasive brain stimulation techniques, such as transcranial magnetic stimulation (TMS), to target specific areas of the brain. This helps in understanding the neural mechanisms underlying epilepsy and developing more effective treatments.","['The Group activity is centred around brain research, mainly brain computer interfacing (BCI) including EEG hyperscanning, and body sensor networking (BCI) for body and brain abnormality identification. Recently our main interest has been on seizure identification and stimulation of brain epileptogenic networks. This is through developing new adaptive and cooperative signal processing, model and data driven AI, and single- or multi-channel, multi-dimensional, and multimodal biomedical signal decomposition. The Group activity is centred around brain research, mainly brain computer interfacing (BCI) including EEG hyperscanning, and body sensor networking (BCI) for body and brain abnormality identification. Recently our main interest has been on seizure identification and stimulation of brain epileptogenic networks. This is through developing new adaptive and cooperative signal processing, model and data driven AI, and single- or multi-channel, multi-dimensional, and multimodal biomedical']","EEG hyperscanning plays a significant role in brain-computer interfacing (BCI) for seizure identification and stimulation of brain epileptogenic networks. It involves the simultaneous recording of EEG signals from multiple individuals, which can be used to develop adaptive and cooperative signal processing techniques. These advancements aid in identifying seizures and targeting epileptogenic networks for effective stimulation.",simple,"[{'source': 'CS_OpenDay_General.docx', 'filename': 'CS_OpenDay_General.docx'}]",True
"How does single- and multi-channel, multi-dimensional, and multimodal biomedical signal decomposition contribute to advancements in healthcare technology, specifically in the context of brain computer interfacing (BCI) for seizure identification and stimulation of epileptogenic networks?",0.0075626373291015,6.632079839706421,"and stimulation of brain epileptogenic networks. This is through developing new adaptive and cooperative signal processing, model and data driven AI, and single- or multi-channel, multi-dimensional, and multimodal biomedical signal decomposition. The Group activity is centred around brain research,

and stimulation of brain epileptogenic networks. This is through developing new adaptive and cooperative signal processing, model and data driven AI, and single- or multi-channel, multi-dimensional, and multimodal biomedical signal decomposition. The Group activity is centred around brain research,

and stimulation of brain epileptogenic networks. This is through developing new adaptive and cooperative signal processing, model and data driven AI, and single- or multi-channel, multi-dimensional, and multimodal biomedical signal decomposition. The Group activity is centred around brain research,

around brain research, mainly brain computer interfacing (BCI) including EEG hyperscanning, and body sensor networking (BCI) for body and brain abnormality identification. Recently our main interest has been on seizure identification and stimulation of brain epileptogenic networks. This is through"," Single- and multi-channel, multi-dimensional, and multimodal biomedical signal decomposition plays a crucial role in advancing healthcare technology, particularly in the context of brain computer interfacing (BCI) for seizure identification and stimulation of epileptogenic networks.  This technique allows for the analysis of complex biomedical signals from various sources, such as Electroencephalography (EEG), functional Magnetic Resonance Imaging (fMRI), and other physiological sensors. By decomposing these signals, researchers can identify patterns and anomalies that may indicate the presence of seizures or epileptic activity.  Moreover, the multi-dimensional and multimodal nature of this approach enables a more comprehensive understanding of the underlying neural processes associated with these conditions. This could lead to more accurate diagnosis, personalized treatment plans, and improved patient outcomes.  In terms of BCI, the decomposition of biomedical signals helps in creating interfaces that can interpret brain activity more accurately, leading to better control over prosthetics, assistive devices, or even direct brain stimulation. For seizure identification and stimulation of epileptogenic networks, this technology could potentially help in early detection and intervention, reducing the severity and frequency of seizures.","['The Group activity is centred around brain research, mainly brain computer interfacing (BCI) including EEG hyperscanning, and body sensor networking (BCI) for body and brain abnormality identification. Recently our main interest has been on seizure identification and stimulation of brain epileptogenic networks. This is through developing new adaptive and cooperative signal processing, model and data driven AI, and single- or multi-channel, multi-dimensional, and multimodal biomedical signal decomposition. The Group activity is centred around brain research, mainly brain computer interfacing (BCI) including EEG hyperscanning, and body sensor networking (BCI) for body and brain abnormality identification. Recently our main interest has been on seizure identification and stimulation of brain epileptogenic networks. This is through developing new adaptive and cooperative signal processing, model and data driven AI, and single- or multi-channel, multi-dimensional, and multimodal biomedical']","Single- and multi-channel, multi-dimensional, and multimodal biomedical signal decomposition contributes to advancements in healthcare technology by enabling the development of new adaptive and cooperative signal processing techniques. These methods facilitate model and data driven AI applications that are crucial for seizure identification and stimulation of brain epileptogenic networks within the realm of brain computer interfacing (BCI). By analyzing complex biomedical signals from various channels and dimensions, researchers can more accurately detect abnormalities such as seizures and target specific areas in the brain for therapeutic stimulation.",simple,"[{'source': 'CS_OpenDay_General.docx', 'filename': 'CS_OpenDay_General.docx'}]",True
 What advantages do our industry-focused computer science courses provide for job applications and future career pursuits?,0.0072298049926757,4.312557935714722,"As the digital economy continues to grow, and new and increasingly powerful technologies emerge, computer science underpins more and more of modern life. At NTU, we’ll use industry projects and collaborative research to help you develop the skills and experience that employers are looking for.

As the digital economy continues to grow, and new and increasingly powerful technologies emerge, computer science underpins more and more of modern life. At NTU, we’ll use industry projects and collaborative research to help you develop the skills and experience that employers are looking for.

As the digital economy continues to grow, and new and increasingly powerful technologies emerge, computer science underpins more and more of modern life. At NTU, we’ll use industry projects and collaborative research to help you develop the skills and experience that employers are looking for.

you will be equipped with the knowledge and skills necessary for careers in digital and technology occupations across a wide variety of different sectors in industrial, commercial and scientific computing. You will develop the skills and knowledge required to design and implement robust, efficient,"," Our industry-focused computer science courses at NTU provide several advantages for job applications and future career pursuits. Firstly, they offer practical, hands-on experience through industry projects, allowing students to apply theoretical knowledge to real-world scenarios. This experience can make students more attractive to potential employers as they have already gained some practical experience.  Secondly, our courses involve collaborative research with industry partners, providing students with opportunities to network and build relationships with professionals in their chosen field. These connections can be valuable when seeking employment after graduation.  Lastly, our courses are designed to equip students with the skills and knowledge necessary for careers in various sectors, ensuring that students are well-rounded and adaptable in the ever-evolving digital landscape. This versatility can make students more appealing to a wider range of employers.","['The industry-focused nature of our courses ensures you stand out from the crowd when it comes to job applications and pursuing your future career. Our graduates are widely respected amongst employers and are perceived as having a competitive edge due to the hands-on approach of our teaching. Our recent graduates have secured roles at companies including: Next Retail Ltd, Boots UK, Cisco Systems, Schlumberger, Experian, BT, Rockstar Games, Worldwide Clinical Trials UK Ltd, American Express, and the UK Government\n\nOur recent graduates have gone into a wide variety of job roles including: Business Analyst, Programmer, Project Software Implementation Officer, Web Developer, Games Tester, Graduate Game Development and Programmer, Software Engineer, Cyber Security Analyst, Product Consultant, among many more.\n\nSource: Different Types of Computer Science courses at NTU\n\nMetadata: The types of courses we offer\n\nText:']","Our industry-focused computer science courses provide several advantages for job applications and future career pursuits. Graduates from these programs are widely respected amongst employers, perceived as having a competitive edge due to the hands-on approach of our teaching. Our recent graduates have secured roles at prestigious companies such as Next Retail Ltd, Boots UK, Cisco Systems, Schlumberger, Experian, BT, Rockstar Games, Worldwide Clinical Trials UK Ltd, American Express, and the UK Government in a wide variety of job roles including Business Analyst, Programmer, Project Software Implementation Officer, Web Developer, Games Tester, Graduate Game Development and Programmer, Software Engineer, Cyber Security Analyst, Product Consultant, among many more.",simple,"[{'source': 'CS_OpenDay_General.docx', 'filename': 'CS_OpenDay_General.docx'}]",True
 What are the different types of Computer Science courses offered by NTU's Department of Computer Science?,0.0073866844177246,2.3025896549224854,"Source: Different Types of Computer Science courses at NTU

Metadata: The types of courses we offer

Text:

Source: Different Types of Computer Science courses at NTU

Metadata: The types of courses we offer

Text:

Source: Different Types of Computer Science courses at NTU

Metadata: The types of courses we offer

Text:

NTU’s Department of Computer Science offers many different types of Computer Science course. These include: Computer Science - MComp (Hons), Computer Science - BSc (Hons), Computer Science (Games Technology) - BSc (Hons), Computer Science (with foundation year) - BSc (Hons), Computer Science -", The different types of Computer Science courses offered by NTU's Department of Computer Science include: 1. Computer Science - MComp (Hons) 2. Computer Science - BSc (Hons) 3. Computer Science (Games Technology) - BSc (Hons) 4. Computer Science (with foundation year) - BSc (Hons) 5. Computer Science - [no specific degree mentioned,"['The industry-focused nature of our courses ensures you stand out from the crowd when it comes to job applications and pursuing your future career. Our graduates are widely respected amongst employers and are perceived as having a competitive edge due to the hands-on approach of our teaching. Our recent graduates have secured roles at companies including: Next Retail Ltd, Boots UK, Cisco Systems, Schlumberger, Experian, BT, Rockstar Games, Worldwide Clinical Trials UK Ltd, American Express, and the UK Government\n\nOur recent graduates have gone into a wide variety of job roles including: Business Analyst, Programmer, Project Software Implementation Officer, Web Developer, Games Tester, Graduate Game Development and Programmer, Software Engineer, Cyber Security Analyst, Product Consultant, among many more.\n\nSource: Different Types of Computer Science courses at NTU\n\nMetadata: The types of courses we offer\n\nText:', 'NTUâ€™s Department of Computer Science offers many different types of Computer Science course. These include: Computer Science - MComp (Hons), Computer Science - BSc (Hons), Computer Science (Games Technology) - BSc (Hons), Computer Science (with foundation year) - BSc (Hons), Computer Science - Artificial Intelligence - BSc (Hons), Computer Science - Artificial Intelligence (with foundation year) - BSc (Hons), Computer Science - Games Technology (with foundation year) - BSc (Hons), Computer Science and Mathematics - BSc (Hons), Computer Science and Mathematics (with foundation year) - BSc (Hons), Computing - BSc (Hons), Computing (with foundation year) - BSc (Hons), Cyber Security - BSc (Hons), Cyber Security (with foundation year) - BSc (Hons), Data Science - BSc (Hons), Data Science (with foundation year) - BSc (Hons), Digital and Technology Solutions Professional (Software Engineering) Level 6 Degree Apprenticeship - BSc (Hons), Data Scientist Level 6 Degree Apprenticeship - BSc']","NTUâ€™s Department of Computer Science offers various types of Computer Science courses, including but not limited to: MComp (Hons), BSc (Hons) in Computer Science, Games Technology, Artificous Intelligence with and without foundation year, Mathematics combined with Computer Science, Computing, Cyber Security with and without foundation year, Data Science with and without foundation year, Digital and Technology Solutions Professional Level 6 Degree Apprenticeship (Software Engineering), and Data Scientist Level 6 Degree Apprenticeship.",simple,"[{'source': 'CS_OpenDay_General.docx', 'filename': 'CS_OpenDay_General.docx'}, {'source': 'CS_OpenDay_General.docx', 'filename': 'CS_OpenDay_General.docx'}]",True
