question,Retrieval_Time,Chain_Time,Vanilla_contexts,answer,RAGAS_Contexts,ground_truth,evolution_type,metadata,episode_done,contexts_bertscore_similarity
" What types of university support are available for students with long-term mental health conditions, and how can they access these resources?",0.0074038505554199,4.081013917922974,support ntu students long term diagnosed mental health conditions looking inperson support reasonable adjustments help access course mental health mentoring access team support students long term diagnosed mental health support ntu students long term diagnosed mental health conditions looking inperson support reasonable adjustments help access course mental health mentoring access team support students long term diagnosed mental health support ntu students long term diagnosed mental health conditions looking inperson support reasonable adjustments help access course mental health mentoring access team support students long term diagnosed mental health long term diagnosed mental health condition want find support available offer advice sessions throughout termtime services include support applying disabled students allowances dsas access statements exam arrangements," At Nottingham Trent University (NTU), there is specific support available for students with long-term diagnosed mental health conditions. This includes:  1. Mental Health Mentoring and Access Team: They provide in-person support and reasonable adjustments to help students access their course. 2. Advice Sessions: These are offered throughout term-time to discuss various aspects such as applying for Disabled Students' Allowances (DSAs), creating Access Statements, and arranging exam accommodations.  To access these resources, students should reach out to the relevant departments or attend the open days and information sessions organized by the university. It's essential to disclose any long-term mental health conditions during the application process so that appropriate support can be arranged before starting the course.",support enables develop relevant skills strategies course time university support achieving full learning potential studying future career team experienced professionals understand many positives splds areas assistance may useful allow make university studiesnnstaff offer advice applying disabled students allowances dsas fund support dsa funded specialist one one study skills support access academic support within ntu eg library study support implement reasonable adjustments recommended evidence eg extra time exams diagnostic evidence requirementsnnnnmetadata longterm mental health conditionsnntext,"Students with long-term mental health conditions at the University have access to various supports such as applying for Disabled Studentsâ€™ Allowances (DSAs) to fund their support, DSA funded Specialist One to One Study Skills Support, accessing academic support within NTU like Library Study Support, and implementing reasonable adjustments in exams. They can also seek advice on diagnostic evidence requirements.",simple,"[{'source': 'CS_OpenDay_General.docx', 'filename': 'CS_OpenDay_General.docx'}]",True,0.5567119121551514
" What is the distribution of lectures, seminars, and workshops in terms of contact hours for each academic year during a typical course?",0.0070016384124755,5.510015487670898,lecture notes working exercises contact hours year lecturesseminarsworkshops independent study year lecturesseminarsworkshops independent study year lecturesseminarsworkshops independent study placement year may lecture notes working exercises contact hours year lecturesseminarsworkshops independent study year lecturesseminarsworkshops independent study year lecturesseminarsworkshops independent study placement year may lecture notes working exercises contact hours year lecturesseminarsworkshops independent study year lecturesseminarsworkshops independent study year lecturesseminarsworkshops independent study placement year may week timetabled icebreakertype workshops help students get know staff students put small tutorial groups first year study usually students per group personal tutor help support guide," The distribution of lectures, seminars, and workshops in terms of contact hours for each academic year during a typical course at Nottingham Trent University (NTU) is as follows:  * Year 1: Lectures/seminars/workshops (33%) and independent study (67%) * Year 2: Lectures/seminars/workshops (32%) and independent study (68%) * Year 3: Lectures/seminars/workshops (18%) and independent study (82%)  A placement year may also be included in the course, but the exact distribution of contact hours for that year would depend on the specifics of the placement. Additionally, there are timetabled icebreaker-type workshops during the week to help students get to know each other and staff. Students are usually put into small tutorial groups for their first year of study, with around 15 students per group, and they will have a personal tutor to support and guide them throughout their studies.",topics rest time spent carrying independent study reading textbooks lecture notes working exercises contact hours year lecturesseminarsworkshops independent study year lecturesseminarsworkshops independent study year lecturesseminarsworkshops independent study placement year may taken year year study,"In Year 1, lectures/seminars/workshops account for 33% of contact hours, with independent study making up the remaining 67%. In Year 2, these activities make up 32% and 68% respectively. Finally, in Year 3, they constitute 18% and 82% of contact hours.",simple,"[{'source': 'CS_OpenDay_General.docx', 'filename': 'CS_OpenDay_General.docx'}]",True,0.7947927713394165
 What is the purpose and duration of a placement year in the context of this academic program?,0.0069363117218017,2.365013599395752,placement year may taken year year study placement year may taken year year study placement year may taken year year study opportunity throughout placement year minimum contact points students member staff within department make sure someone talk issues monitor placement progress placement students invited," The purpose of a placement year in this academic program is to provide students with a valuable opportunity for practical work experience related to their field of study. This placement year may be taken between years 2 and 3 of study and lasts for one year. During the placement year, there is a minimum of three contact points with students by a member of staff within the Department to ensure support and monitor placement progress. Placement students are invited to attend these meetings.",topics rest time spent carrying independent study reading textbooks lecture notes working exercises contact hours year lecturesseminarsworkshops independent study year lecturesseminarsworkshops independent study year lecturesseminarsworkshops independent study placement year may taken year year study,"In the context of this academic program, a placement year serves as an opportunity for students to gain practical experience between their second and third years of study. It allows them to apply theoretical knowledge gained during lectures, seminars, and workshops in real-world settings.",simple,"[{'source': 'CS_OpenDay_General.docx', 'filename': 'CS_OpenDay_General.docx'}]",True,0.567497968673706
How does lecture time shift between Y2 and Y3 for placement-year students?,0.006937026977539,3.156132936477661,lecture notes working exercises contact hours year lecturesseminarsworkshops independent study year lecturesseminarsworkshops independent study year lecturesseminarsworkshops independent study placement year may lecture notes working exercises contact hours year lecturesseminarsworkshops independent study year lecturesseminarsworkshops independent study year lecturesseminarsworkshops independent study placement year may lecture notes working exercises contact hours year lecturesseminarsworkshops independent study year lecturesseminarsworkshops independent study year lecturesseminarsworkshops independent study placement year may week timetabled icebreakertype workshops help students get know staff students put small tutorial groups first year study usually students per group personal tutor help support guide," For placement-year students, the amount of lecture time decreases from Year 2 to Year 3. In Year 2, the contact hours for lectures, seminars, and workshops are approximately 32%, while independent study takes up around 68% of the time. In Year 3, when students are on a placement year, the contact hours decrease further to about 18%, with independent study accounting for 82% of the time. This means that there is significantly less structured learning time during the placement year, allowing students more flexibility to focus on their work placements.",topics rest time spent carrying independent study reading textbooks lecture notes working exercises contact hours year lecturesseminarsworkshops independent study year lecturesseminarsworkshops independent study year lecturesseminarsworkshops independent study placement year may taken year year study,"For placement-year students, the lecture time shifts from 32% in Year 2 to 18% in Year 3 of study.",conditional,"[{'source': 'CS_OpenDay_General.docx', 'filename': 'CS_OpenDay_General.docx'}]",True,0.7947927713394165
What are the year 1 course types' percentage distributions?,0.0068750381469726,1.5956141948699951,placement year may taken year year study placement year may taken year year study placement year may taken year year study versions course end level year, The percentages for the different course types in Year 1 at Nottingham Trent University (NTU) are not specified in the provided context. I would recommend visiting the NTU website or contacting their admissions office for more detailed information on the distribution of courses in Year 1.,topics rest time spent carrying independent study reading textbooks lecture notes working exercises contact hours year lecturesseminarsworkshops independent study year lecturesseminarsworkshops independent study year lecturesseminarsworkshops independent study placement year may taken year year study,"In Year 1, the distribution of course types is 33% lectures/seminars/workshops and 67% independent study.",reasoning,"[{'source': 'CS_OpenDay_General.docx', 'filename': 'CS_OpenDay_General.docx'}]",True,0.59706711769104
 What is the core objective of the E-Mobility Cyber Security project in fostering NTU-Industry research collaboration?,0.0067493915557861,2.5829553604125977,cyber security smart ev charging network core objective emobility cyber security project foster ntuindustry research collaboration toward evcentric smart secure green mobility expertisecentric research collaboration consists three working groups including cyber security smart ev charging network core objective emobility cyber security project foster ntuindustry research collaboration toward evcentric smart secure green mobility expertisecentric research collaboration consists three working groups including cyber security smart ev charging network core objective emobility cyber security project foster ntuindustry research collaboration toward evcentric smart secure green mobility expertisecentric research collaboration consists three working groups including current security challenges also anticipating future ones collaborate academic institutions industry partners government agencies share knowledge provide resources drive innovation goal provide clients highest level protection cyber," The core objective of the E-Mobility Cyber Security project in fostering NTU-Industry research collaboration is to work together towards EV-centric smart, secure, and green mobility. This is achieved by addressing current security challenges and anticipating future ones, collaborating with academic institutions, industry partners, and government agencies to share knowledge and provide resources to drive innovation, with the ultimate goal of providing the highest level of protection against cyber threats in the field of electric vehicle charging networks.",trustme project project developed secure trustworthy ai platform suitable ai developers data scientists provides scoring mechanism measure quality trust levels datasets aiml algorithms development deployment phases trustme platform running based localhost web application enabled features designing developing implementing explainable trustworthy ai applications trustme platform also offers data quality score using quality data qod estimatornnnncyber security smart ev charging network core objective emobility cyber security project foster ntuindustry research collaboration toward evcentric smart secure green mobility expertisecentric research collaboration consists three working groups including vehicular communication ev charging management cyber security charging infrastructure data analytics cyber risk prediction,"The core objective of the E-Mobility Cyber Security project is to foster NTU-Industry research collaboration toward smart, secure, and green mobility. This involves expertise-centric research collaboration in three working groups focused on vehicular communication for EV charging management, cyber security of charging infrastructure, and data analytics for cyber risk prediction.",simple,"[{'source': 'CS_OpenDay_General.docx', 'filename': 'CS_OpenDay_General.docx'}]",True,0.6631240248680115
 What is the purpose of using a data quality score in the TrustMe AI platform?,0.0071158409118652,2.0010664463043213,phases trustme platform running based localhost web application enabled features designing developing implementing explainable trustworthy ai applications trustme platform also offers data quality score using quality data qod estimator phases trustme platform running based localhost web application enabled features designing developing implementing explainable trustworthy ai applications trustme platform also offers data quality score using quality data qod estimator phases trustme platform running based localhost web application enabled features designing developing implementing explainable trustworthy ai applications trustme platform also offers data quality score using quality data qod estimator trustme project project developed secure trustworthy ai platform suitable ai developers data scientists provides scoring mechanism measure quality trust levels datasets aiml algorithms development deployment phases trustme," The purpose of using a data quality score in the TrustMe AI platform is to provide a quantitative measure of the quality and trustworthiness of datasets and AI/ML algorithms during their development and deployment phases. This helps ensure that the data used in these systems is reliable and accurate, thereby enhancing the overall performance and trustworthiness of the AI applications built using the platform.",trustme project project developed secure trustworthy ai platform suitable ai developers data scientists provides scoring mechanism measure quality trust levels datasets aiml algorithms development deployment phases trustme platform running based localhost web application enabled features designing developing implementing explainable trustworthy ai applications trustme platform also offers data quality score using quality data qod estimatornnnncyber security smart ev charging network core objective emobility cyber security project foster ntuindustry research collaboration toward evcentric smart secure green mobility expertisecentric research collaboration consists three working groups including vehicular communication ev charging management cyber security charging infrastructure data analytics cyber risk prediction,"The purpose of using a data quality score in the TrustMe AI platform is to measure the quality and trust levels of datasets and AI/ML algorithms during their development and deployment phases. This scoring mechanism helps ensure that the data used for training and operating AI models meets certain standards, contributing to more reliable and explainable AI applications.",simple,"[{'source': 'CS_OpenDay_General.docx', 'filename': 'CS_OpenDay_General.docx'}]",True,0.7384844422340393
 What are the recommended resources and measures for NTU students when searching for accommodation near the Clifton campus?,0.0071303844451904,6.886384010314941,facilities city clifton campuses facilities city clifton campuses facilities city clifton campuses clifton village near city nottingham complete road directions anywhere uk see directions ntu webpage clifton campus postcode ng ns intend travel clifton campus car entitled purchase parking permit recommended," At Nottingham Trent University (NTU), we recommend that students looking for accommodation near the Clifton Campus use the following resources:  1. Accommodation Services: Our Accommodation Services team can provide advice on finding private accommodation in the local area. They offer a list of approved private landlords and properties, as well as information on how to find and secure private rented accommodation.  2. Student Union: The NTU Students' Union also provides support and advice on finding accommodation. They have a dedicated housing team that can help with everything from finding a roommate to negotiating your tenancy agreement.  3. Online Platforms: Websites such as SpareRoom, Zoopla, Rightmove, and Gumtree can be useful for finding private accommodation. It's essential to read reviews and check the property thoroughly before committing to a lease.  4. Social Media: Joining NTU-related Facebook groups or other social media platforms can also be a good way to connect with current students who may be able to provide recommendations for accommodation in the local area.  5. On-Campus Accommodation: If you prefer living on campus, there are various options available at both our City and Clifton campuses. More information can be found on our accommodation pages on the NTU website.",types assessment ntu group work practical written exams essays group individual presentations group individual projects portfoliosnnnnnnsource accommodation living arrangementsnntext nnusually students live friendship groups may begin look accommodation novemberdecember first year one useful tool unipol found unipolorguk website advertises rental properties allows tenants rate landlords anonymously landlord golden owner someone upheld complaint made least years therefore good measure reasonable landlord students also get housing advice nottingham trent students union recommend students always view accomodation deciding rentnnnnsource transport parking information ntu students travelling clifton campus,"NTU students are advised to use Unipol, a website that advertises rental properties and allows tenants to rate landlords anonymously. Additionally, Nottingham Trent Students Union provides housing advice for students searching for accommodation near the Clifton campus.",simple,"[{'source': 'CS_OpenDay_General.docx', 'filename': 'CS_OpenDay_General.docx'}]",True,0.5302539467811584
 What are the recommended resources and measures for NTU students when searching for accommodation near the Clifton campus?,0.0070598125457763,6.85826587677002,facilities city clifton campuses facilities city clifton campuses facilities city clifton campuses clifton village near city nottingham complete road directions anywhere uk see directions ntu webpage clifton campus postcode ng ns intend travel clifton campus car entitled purchase parking permit recommended," At Nottingham Trent University (NTU), we recommend that students looking for accommodation near the Clifton Campus use the following resources:  1. Accommodation Services: Our Accommodation Services team can provide advice on finding private accommodation in the local area. They offer a range of services including a list of approved landlords, help with tenancy agreements, and support throughout your tenancy.  2. Student Union: The NTSU offers a variety of accommodation options, including halls of residence and private housing listings. They also have a dedicated Accommodation Team to assist students with their search.  3. Online Listing Sites: Websites such as Spare Room, Zoopla, Rightmove, and Gumtree often have listings for properties in the Nottingham area. It's essential to ensure that any property meets safety standards and that the landlord is reputable before signing a lease.  4. Social Media: Joining university-specific groups on Facebook or other social media platforms can be a great way to connect with current students who may have accommodation available to rent.  5. Local Letting Agents: There are several letting agents in the Nottingham area that specialize in student accommodation. Some popular ones include Unite Students, Liberty Living, and Athena Student Living.",types assessment ntu group work practical written exams essays group individual presentations group individual projects portfoliosnnnnnnsource accommodation living arrangementsnntext nnusually students live friendship groups may begin look accommodation novemberdecember first year one useful tool unipol found unipolorguk website advertises rental properties allows tenants rate landlords anonymously landlord golden owner someone upheld complaint made least years therefore good measure reasonable landlord students also get housing advice nottingham trent students union recommend students always view accomodation deciding rentnnnnsource transport parking information ntu students travelling clifton campus,"NTU students are advised to use Unipol, a website that advertises rental properties and allows tenants to rate landlords anonymously. Additionally, Nottingham Trent Students Union provides housing advice for students searching for accommodation near the Clifton campus.",simple,"[{'source': 'CS_OpenDay_General.docx', 'filename': 'CS_OpenDay_General.docx'}]",True,0.5302539467811584
 What services does the Nottingham Trent Students Union provide to assist students with finding accommodation?,0.0069048404693603,2.680178165435791,nottingham trent students union recommend students always view accomodation deciding rent nottingham trent students union recommend students always view accomodation deciding rent nottingham trent students union recommend students always view accomodation deciding rent ntsu clubs societies run students students nottingham trent students union ntsu essential part students time ntu take full tour ntsu facilities via campus tours metadata nottingham text," The Nottingham Trent Students Union provides several services to assist students with finding accommodation. They recommend that students always view accommodation before deciding to rent. Additionally, they offer campus tours where you can take a full tour of the NTSU facilities, including their accommodation options. However, it's important to note that while they provide guidance, students are ultimately responsible for finding their own accommodations. For more detailed information, I would recommend visiting the NTSU website or speaking directly with a member of their team during your campus tour.",types assessment ntu group work practical written exams essays group individual presentations group individual projects portfoliosnnnnnnsource accommodation living arrangementsnntext nnusually students live friendship groups may begin look accommodation novemberdecember first year one useful tool unipol found unipolorguk website advertises rental properties allows tenants rate landlords anonymously landlord golden owner someone upheld complaint made least years therefore good measure reasonable landlord students also get housing advice nottingham trent students union recommend students always view accomodation deciding rentnnnnsource transport parking information ntu students travelling clifton campus,The Nottingham Trent Students Union provides housing advice to students as a service to assist them in finding accommodation.,simple,"[{'source': 'CS_OpenDay_General.docx', 'filename': 'CS_OpenDay_General.docx'}]",True,0.6114771962165833
 What services does the Nottingham Trent Students Union provide to assist students with finding accommodation?,0.0068440437316894,2.0962400436401367,nottingham trent students union recommend students always view accomodation deciding rent nottingham trent students union recommend students always view accomodation deciding rent nottingham trent students union recommend students always view accomodation deciding rent ntsu clubs societies run students students nottingham trent students union ntsu essential part students time ntu take full tour ntsu facilities via campus tours metadata nottingham text," The Nottingham Trent Students Union provides several services to assist students with finding accommodation. They recommend that students always view accommodation before deciding to rent. Additionally, they offer a full tour of their facilities via campus tours, which may include information about available housing options. However, for specific details or personalized assistance, I would recommend reaching out directly to the NTSU or visiting their website for more information.",types assessment ntu group work practical written exams essays group individual presentations group individual projects portfoliosnnnnnnsource accommodation living arrangementsnntext nnusually students live friendship groups may begin look accommodation novemberdecember first year one useful tool unipol found unipolorguk website advertises rental properties allows tenants rate landlords anonymously landlord golden owner someone upheld complaint made least years therefore good measure reasonable landlord students also get housing advice nottingham trent students union recommend students always view accomodation deciding rentnnnnsource transport parking information ntu students travelling clifton campus,The Nottingham Trent Students Union provides housing advice to students as a service to assist them in finding accommodation.,simple,"[{'source': 'CS_OpenDay_General.docx', 'filename': 'CS_OpenDay_General.docx'}]",True,0.6114771962165833
" What are seminars and workshops in the context of interactive learning, and how do they differ from traditional lectures?",0.0074589252471923,2.9821927547454834,classroom setting seminars workshops smaller sessions group gets together led academic providing opportunity debate discuss learning designed interactive independent research students expected conduct preparatory reading classroom setting seminars workshops smaller sessions group gets together led academic providing opportunity debate discuss learning designed interactive independent research students expected conduct preparatory reading classroom setting seminars workshops smaller sessions group gets together led academic providing opportunity debate discuss learning designed interactive independent research students expected conduct preparatory reading types learning lectures delivered academic held lecture theatres classrooms purpose lectures give framework structure learning around lecture theatres large overwhelming student used taught classroom setting," Seminars and workshops are interactive learning sessions that take place in a smaller group setting, typically led by an academic. They provide opportunities for students to engage in debates, discussions, and collaborative learning activities. This format encourages active participation and allows students to delve deeper into specific topics. In contrast, traditional lectures are delivered by an academic in a larger setting, with the primary purpose of giving a structured framework for learning. While lectures may include some interaction through questions and answers, they tend to be more one-way in nature compared to seminars and workshops.",types learning lectures delivered academic held lecture theatres classrooms purpose lectures give framework structure learning around lecture theatres large overwhelming student used taught classroom setting seminars workshops smaller sessions group gets together led academic providing opportunity debate discuss learning designed interactive independent research students expected conduct preparatory reading lectures seminars preparing courseworkxa coursework vary essays portfolios include presentations group projects course tutors give advice write universitylevel coursework course induction sessions available advice course ntu great service offered library mentors help learn research write degree level,"Seminars and workshops in the context of interactive learning are smaller sessions where a group gets together, led by an academic. They provide an opportunity to debate and discuss learning, designed to be interactive. Unlike traditional lectures, which are delivered by an academic in lecture theatres or classrooms with the purpose of giving a framework for structured learning, seminars and workshops focus on engagement and discussion among participants.",simple,"[{'source': 'CS_OpenDay_General.docx', 'filename': 'CS_OpenDay_General.docx'}]",True,0.7516555190086365
" What are seminars and workshops in the context of types of learning, and how do they differ from lectures?",0.0069272518157958,3.288192749023437,classroom setting seminars workshops smaller sessions group gets together led academic providing opportunity debate discuss learning designed interactive independent research students expected conduct preparatory reading classroom setting seminars workshops smaller sessions group gets together led academic providing opportunity debate discuss learning designed interactive independent research students expected conduct preparatory reading classroom setting seminars workshops smaller sessions group gets together led academic providing opportunity debate discuss learning designed interactive independent research students expected conduct preparatory reading types learning lectures delivered academic held lecture theatres classrooms purpose lectures give framework structure learning around lecture theatres large overwhelming student used taught classroom setting," Seminars and workshops are types of learning that are more interactive and discussion-based compared to lectures. They are typically smaller sessions led by an academic, where a group of students get together to debate and discuss specific topics related to their coursework. This format provides opportunities for students to engage in deeper discussions and collaborative learning with their peers. In contrast, lectures are larger sessions delivered by an academic in a lecture theatre or classroom, with the primary purpose of giving a framework to structure learning around. While lectures may include some interaction, such as Q&A sessions, they are primarily one-way communication from the instructor to the students.",types learning lectures delivered academic held lecture theatres classrooms purpose lectures give framework structure learning around lecture theatres large overwhelming student used taught classroom setting seminars workshops smaller sessions group gets together led academic providing opportunity debate discuss learning designed interactive independent research students expected conduct preparatory reading lectures seminars preparing courseworkxa coursework vary essays portfolios include presentations group projects course tutors give advice write universitylevel coursework course induction sessions available advice course ntu great service offered library mentors help learn research write degree level,"Seminars and workshops are smaller sessions where a group gets together, led by an academic, providing an opportunity to debate and discuss learning. They are designed to be interactive, unlike lectures which are delivered by an academic in lecture theatres or classrooms with the purpose of giving a framework to structure your learning around.",simple,"[{'source': 'CS_OpenDay_General.docx', 'filename': 'CS_OpenDay_General.docx'}]",True,0.7516555190086365
 What are some of the expectations placed on students when it comes to independent research in their university courses?,0.0068440437316894,3.5547397136688232,classroom setting seminars workshops smaller sessions group gets together led academic providing opportunity debate discuss learning designed interactive independent research students expected conduct preparatory reading closely monitored whereas higher education based idea independent learning hygiene getting morning working washing machines programming central heating taking rubbish travelling university accommodation give student every opportunity take responsibility tasks lack independent living skills often year acquire skills become independent learner gain advanced skills specialised areas artificial intelligence cloud computing advanced analysis design embedded systems programming group project manage deliver significant multidisciplinary," In the context of Nottingham Trent University, students are expected to conduct preparatory reading for most of their courses. This means they should be prepared to read and understand course materials independently. They may also be required to participate in seminars or workshops, where they will have opportunities to debate and discuss learning with fellow students and academics. Additionally, students are encouraged to develop their independent learning skills throughout their university experience, which includes acquiring advanced skills in specialized areas like artificial intelligence, cloud computing, advanced analysis and design, embedded systems, and programming. A significant part of their studies might involve a group project, where they would be responsible for managing and delivering a multidisciplinary project.",types learning lectures delivered academic held lecture theatres classrooms purpose lectures give framework structure learning around lecture theatres large overwhelming student used taught classroom setting seminars workshops smaller sessions group gets together led academic providing opportunity debate discuss learning designed interactive independent research students expected conduct preparatory reading lectures seminars preparing courseworkxa coursework vary essays portfolios include presentations group projects course tutors give advice write universitylevel coursework course induction sessions available advice course ntu great service offered library mentors help learn research write degree level,"Students are expected to conduct preparatory reading for most lectures and seminars as part of their independent research. This involves engaging with course materials beforehand, which helps them actively participate in discussions and better understand the subject matter.",simple,"[{'source': 'CS_OpenDay_General.docx', 'filename': 'CS_OpenDay_General.docx'}]",True,0.6353263258934021
 What are the different types of assignments included in university-level coursework?,0.0068140029907226,1.504889726638794,preparatory reading lectures seminars preparing coursework coursework vary essays portfolios include presentations group projects course tutors give advice write universitylevel coursework course induction sessions available preparatory reading lectures seminars preparing coursework coursework vary essays portfolios include presentations group projects course tutors give advice write universitylevel coursework course induction sessions available preparatory reading lectures seminars preparing coursework coursework vary essays portfolios include presentations group projects course tutors give advice write universitylevel coursework course induction sessions available types assessment ntu group work practical written exams essays group individual presentations group individual projects portfolios source accommodation living arrangements text," The different types of assignments included in university-level coursework at Nottingham Trent University (NTU) are Group Work, Practical or Written Exams, Essays, Group or individual Presentations, Group or individual Projects, and Portfolios.",types learning lectures delivered academic held lecture theatres classrooms purpose lectures give framework structure learning around lecture theatres large overwhelming student used taught classroom setting seminars workshops smaller sessions group gets together led academic providing opportunity debate discuss learning designed interactive independent research students expected conduct preparatory reading lectures seminars preparing courseworkxa coursework vary essays portfolios include presentations group projects course tutors give advice write universitylevel coursework course induction sessions available advice course ntu great service offered library mentors help learn research write degree level,"Different types of assignments included in university-level coursework consist of essays, portfolios, presentations, and group projects. These assignments often require students to conduct preparatory reading for lectures and seminars.",simple,"[{'source': 'CS_OpenDay_General.docx', 'filename': 'CS_OpenDay_General.docx'}]",True,0.6977096199989319
 What is the purpose of lectures in an academic setting and how do they differ from seminars and workshops?,0.00681734085083,2.848450183868408,types learning lectures delivered academic held lecture theatres classrooms purpose lectures give framework structure learning around lecture theatres large overwhelming student used taught classroom setting types learning lectures delivered academic held lecture theatres classrooms purpose lectures give framework structure learning around lecture theatres large overwhelming student used taught classroom setting types learning lectures delivered academic held lecture theatres classrooms purpose lectures give framework structure learning around lecture theatres large overwhelming student used taught classroom setting classroom setting seminars workshops smaller sessions group gets together led academic providing opportunity debate discuss learning designed interactive independent research students expected conduct preparatory reading," The purpose of lectures in an academic setting is to provide a framework to structure your learning around. They are typically delivered by an academic in a larger setting such as a lecture theatre or classroom. Lectures aim to give you a broad overview of a topic, while also introducing key concepts and theories. In contrast, seminars and workshops are smaller sessions where a group gets together, led by an academic, providing an opportunity to debate and discuss learning. These are designed to be interactive, allowing for more in-depth discussion and analysis of specific topics.",types learning lectures delivered academic held lecture theatres classrooms purpose lectures give framework structure learning around lecture theatres large overwhelming student used taught classroom setting seminars workshops smaller sessions group gets together led academic providing opportunity debate discuss learning designed interactive independent research students expected conduct preparatory reading lectures seminars preparing courseworkxa coursework vary essays portfolios include presentations group projects course tutors give advice write universitylevel coursework course induction sessions available advice course ntu great service offered library mentors help learn research write degree level,"The purpose of lectures in an academic setting is to provide a framework for structuring learning around. Lecture theatres can be large and overwhelming, especially if students are accustomed to classroom settings. In contrast, seminars and workshops are smaller sessions that offer interactive opportunities for debate and discussion among groups led by academics.",simple,"[{'source': 'CS_OpenDay_General.docx', 'filename': 'CS_OpenDay_General.docx'}]",True,0.7668083906173706
 What is the impact of the lack of metrics and standardized monitoring techniques on understanding plastic transport from land to sea?,0.0068676471710205,2.5771684646606445,underwater plastic detection plastics thrown away humans normally transported oceans rivers clear much plastic transported every year land sea lack metrics standard monitorisation techniques underwater plastic detection plastics thrown away humans normally transported oceans rivers clear much plastic transported every year land sea lack metrics standard monitorisation techniques underwater plastic detection plastics thrown away humans normally transported oceans rivers clear much plastic transported every year land sea lack metrics standard monitorisation techniques providing technological solutions promote sustainable environment accordance uk un strategies targets concerning issues netzero emissions sustainable production industry agriculture forestry," The lack of metrics and standardized monitoring techniques for underwater plastic detection can significantly hinder our understanding of the amount of plastic being transported from land to sea. This is because it makes it difficult to accurately measure and track the volume of plastic waste entering water bodies, making it challenging to develop effective strategies for reducing plastic pollution. Additionally, without consistent methods for monitoring, it becomes more difficult to compare data between different regions, making it harder to identify trends and hotspots of plastic pollution.",underwater plastic detection plastics thrown away humans normally transported oceans rivers clear much plastic transported every year land sea lack metrics standard monitorisation techniquesnn nndigital displays nature improve mental health use biophilic design smart environments recognise human instinct connect nature mental health benefits bring reducing stress anxiety depression improving cognitive function,The lack of metrics and standardized monitoring techniques makes it unclear how much plastic is transported every year from land to sea. This hinders a comprehensive understanding of the scale and impact of underwater plastic pollution.,simple,"[{'source': 'CS_OpenDay_General.docx', 'filename': 'CS_OpenDay_General.docx'}]",True,0.6579379439353943
How does CIFAKE aid in authenticating image data against AI-generated fakes?,0.0073182582855224,2.9972853660583496,aigenerated images rapidly improved recently ability detect becoming critical necessity ensure authenticity trustworthiness image data ai models even beaten humans art competitions aigenerated images rapidly improved recently ability detect becoming critical necessity ensure authenticity trustworthiness image data ai models even beaten humans art competitions aigenerated images rapidly improved recently ability detect becoming critical necessity ensure authenticity trustworthiness image data ai models even beaten humans art competitions cifake classification explainable identification aigenerated synthetic images," CIFAKE, or Classification and Explainable Identification of AI-Generated Synthetic Images, is a system designed to help authenticate image data against AI-generated fakes. It uses machine learning algorithms to analyze images and determine whether they were created by a human or an artificial intelligence model. By identifying these AI-generated images, CIFAKE helps maintain the authenticity and trustworthiness of image data. This can be particularly useful in fields such as journalism, law enforcement, and social media, where the accuracy and reliability of images are crucial.",underwater plastic detection plastics thrown away humans normally transported oceans rivers clear much plastic transported every year land sea lack metrics standard monitorisation techniquesnn nndigital displays nature improve mental health use biophilic design smart environments recognise human instinct connect nature mental health benefits bring reducing stress anxiety depression improving cognitive function quantum intelligence research recognise great potential massive parallelism provided quantum computing near future research quantum intelligence cia focuses exploring new advancements aiquantum hybrid methods lead novel realworld intelligent systems limited smart living cryptography finance chemical structure design research also extended quantuminspired algorithms highpower computers eg hydra cluster facilities cloudbased resources used simulation platforms quantum intelligencenn nncifake classification explainable identification aigenerated synthetic imagesnnaigenerated images rapidly improved recently ability detect becoming critical necessity ensure authenticity trustworthiness image data ai models even beaten humans art competitions,"CIFAKE aids in authenticating image data against AI-generated fakes by providing detection and explanation capabilities for artificial images produced by advanced AI models. This ensures the origin and integrity of visual content, which is crucial as these synthetic images become more realistic.",conditional,"[{'source': 'CS_OpenDay_General.docx', 'filename': 'CS_OpenDay_General.docx'}, {'source': 'CS_OpenDay_General.docx', 'filename': 'CS_OpenDay_General.docx'}]",True,0.6026089787483215
