question,Retrieval_Time,Chain_Time,contexts,answer,ground_truth,evolution_type,metadata,episode_done,context_precision,context_recall,context_entity_recall
 Who holds the position of year 3 tutor for the Computer Science BSc (Hons) course at Nottingham Trent University?,0.0072131156921386,1.626072645187378,"['The year 2 tutor for Computer Science BSc (Hons) is Peter Fitzgerald, who is a Principal Lecturer in Computer Science at Nottingham Trent University.\n\nThe year 2 tutor for Computer Science BSc (Hons) is Peter Fitzgerald, who is a Principal Lecturer in Computer Science at Nottingham Trent University.\n\nThe year 2 tutor for Computer Science BSc (Hons) is Peter Fitzgerald, who is a Principal Lecturer in Computer Science at Nottingham Trent University.\n\nThe Deputy Head of the Computer Science department at Nottingham Trent University is Dr. Joanna Hartley. \n\nThe Undergraduate Courses Manager at Nottingham Trent University is Dr. Peter Fitzgerald, who is a Principal Lecturer in Computer Science at Nottingham Trent University.']"," I'm sorry for any confusion, but I don't have information about the Year 3 tutor for the Computer Science BSc (Hons) course at Nottingham Trent University. I would recommend asking someone from the Computer Science department during your visit to the University Open Day.",Dr. Andrew Pierson holds the position of year 3 tutor for the Computer Science BSc (Hons) course at Nottingham Trent University.,simple,"[{'source': 'CS_OpenDay_General.docx', 'filename': 'CS_OpenDay_General.docx'}]",True,0.0,0.0,
 Who is the course leader and year 3 tutor for the Computer Science BSc (Hons) program at Nottingham Trent University?,0.0069789886474609,2.8737475872039795,"['The Deputy Head of the Computer Science department at Nottingham Trent University is Dr. Joanna Hartley. \n\nThe Undergraduate Courses Manager at Nottingham Trent University is Dr. Peter Fitzgerald, who is a Principal Lecturer in Computer Science at Nottingham Trent University.\n\nThe Deputy Head of the Computer Science department at Nottingham Trent University is Dr. Joanna Hartley. \n\nThe Undergraduate Courses Manager at Nottingham Trent University is Dr. Peter Fitzgerald, who is a Principal Lecturer in Computer Science at Nottingham Trent University.\n\nThe Deputy Head of the Computer Science department at Nottingham Trent University is Dr. Joanna Hartley. \n\nThe Undergraduate Courses Manager at Nottingham Trent University is Dr. Peter Fitzgerald, who is a Principal Lecturer in Computer Science at Nottingham Trent University.\n\nThe course leader for MSc Computer Science is Dr. Alexandros Konios, who is a Senior Lecturer in Computer Science at Nottingham Trent University.\n\nThe year 1 tutor for Computer Science BSc (Hons) is Dr. Simon Schofield, who is a Senior Lecturer in Computer Science at Nottingham Trent University.']"," I'm sorry for any confusion, but I don't have information about the course leader and year 3 tutor for the Computer Science BSc (Hons) program specifically. However, I can tell you that the course leader for MSc Computer Science is Dr. Alexandros Konios, and the year 1 tutor for Computer Science BSc (Hons) is Dr. Simon Schofield. It might be best to ask someone more knowledgeable about the specifics of the undergraduate program during your visit to the open day.",The course leader and year 3 tutor for Computer Science BSc (Hons) at Nottingham Trent University is Dr. Andrew Pierson.,simple,"[{'source': 'CS_OpenDay_General.docx', 'filename': 'CS_OpenDay_General.docx'}]",True,0.0,0.0,
 Who is the course leader for MSc Computer Science at Nottingham Trent University?,0.0070836544036865,1.1821486949920654,"['The Deputy Head of the Computer Science department at Nottingham Trent University is Dr. Joanna Hartley. \n\nThe Undergraduate Courses Manager at Nottingham Trent University is Dr. Peter Fitzgerald, who is a Principal Lecturer in Computer Science at Nottingham Trent University.\n\nThe Deputy Head of the Computer Science department at Nottingham Trent University is Dr. Joanna Hartley. \n\nThe Undergraduate Courses Manager at Nottingham Trent University is Dr. Peter Fitzgerald, who is a Principal Lecturer in Computer Science at Nottingham Trent University.\n\nThe Deputy Head of the Computer Science department at Nottingham Trent University is Dr. Joanna Hartley. \n\nThe Undergraduate Courses Manager at Nottingham Trent University is Dr. Peter Fitzgerald, who is a Principal Lecturer in Computer Science at Nottingham Trent University.\n\nThe course leader for MSc Computer Science is Dr. Alexandros Konios, who is a Senior Lecturer in Computer Science at Nottingham Trent University.\n\nThe year 1 tutor for Computer Science BSc (Hons) is Dr. Simon Schofield, who is a Senior Lecturer in Computer Science at Nottingham Trent University.']"," The course leader for MSc Computer Science at Nottingham Trent University is Dr. Alexandros Konios, who is a Senior Lecturer in Computer Science at Nottingham Trent University.",Dr. Alexandros Konios is the course leader for MSc Computer Science at Nottingham Trent University.,simple,"[{'source': 'CS_OpenDay_General.docx', 'filename': 'CS_OpenDay_General.docx'}]",True,0.9999999999,1.0,
 Who is the course leader for the MSc Computer Science program at Nottingham Trent University?,0.0067756175994873,1.2229399681091309,"['The Deputy Head of the Computer Science department at Nottingham Trent University is Dr. Joanna Hartley. \n\nThe Undergraduate Courses Manager at Nottingham Trent University is Dr. Peter Fitzgerald, who is a Principal Lecturer in Computer Science at Nottingham Trent University.\n\nThe Deputy Head of the Computer Science department at Nottingham Trent University is Dr. Joanna Hartley. \n\nThe Undergraduate Courses Manager at Nottingham Trent University is Dr. Peter Fitzgerald, who is a Principal Lecturer in Computer Science at Nottingham Trent University.\n\nThe Deputy Head of the Computer Science department at Nottingham Trent University is Dr. Joanna Hartley. \n\nThe Undergraduate Courses Manager at Nottingham Trent University is Dr. Peter Fitzgerald, who is a Principal Lecturer in Computer Science at Nottingham Trent University.\n\nThe course leader for MSc Computer Science is Dr. Alexandros Konios, who is a Senior Lecturer in Computer Science at Nottingham Trent University.\n\nThe year 1 tutor for Computer Science BSc (Hons) is Dr. Simon Schofield, who is a Senior Lecturer in Computer Science at Nottingham Trent University.']"," The course leader for the MSc Computer Science program at Nottingham Trent University is Dr. Alexandros Konios, who is a Senior Lecturer in Computer Science at Nottingham Trent University.",Dr. Alexandros Konios is the course leader for the MSc Computer Science program at Nottingham Trent University.,simple,"[{'source': 'CS_OpenDay_General.docx', 'filename': 'CS_OpenDay_General.docx'}]",True,0.9999999999,1.0,
 Who serves as the course leader for Software Engineering BSc (Hons) at Nottingham Trent University?,0.0071711540222167,0.8903567790985107,"['The course leader for Software Engineering BSc (Hons) is Dr. Azi Meskaran, who is a Senior Lecturer in Computer Science at Nottingham Trent University.\n\nThe course leader for Computing BSc (Hons) is Dr. Rob Ranson, who is a Principal Lecturer in Computer Science at Nottingham Trent University.\n\nThe course leader for Software Engineering BSc (Hons) is Dr. Azi Meskaran, who is a Senior Lecturer in Computer Science at Nottingham Trent University.\n\nThe course leader for Computing BSc (Hons) is Dr. Rob Ranson, who is a Principal Lecturer in Computer Science at Nottingham Trent University.\n\nThe course leader for Software Engineering BSc (Hons) is Dr. Azi Meskaran, who is a Senior Lecturer in Computer Science at Nottingham Trent University.\n\nThe course leader for Computing BSc (Hons) is Dr. Rob Ranson, who is a Principal Lecturer in Computer Science at Nottingham Trent University.\n\nThe Deputy Head of the Computer Science department at Nottingham Trent University is Dr. Joanna Hartley. \n\nThe Undergraduate Courses Manager at Nottingham Trent University is Dr. Peter Fitzgerald, who is a Principal Lecturer in Computer Science at Nottingham Trent University.']", Dr. Azi Meskaran is the course leader for Software Engineering BSc (Hons) at Nottingham Trent University.,Dr. Azi Meskaran serves as the course leader for Software Engineering BSc (Hons) at Nottingham Trent University.,simple,"[{'source': 'CS_OpenDay_General.docx', 'filename': 'CS_OpenDay_General.docx'}]",True,0.9999999999,1.0,
 Who serves as the course leader for the Computer Science (Games Technology) BSc (Hons) program at Nottingham Trent University?,0.0068137645721435,1.348771572113037,"['The course leader for Computer Science (Games Technology) BSc (Hons) is James Lewis, who is a Senior Lecturer in Computer Science at Nottingham Trent University.\n\nThe course leader for Computer Science (Games Technology) BSc (Hons) is James Lewis, who is a Senior Lecturer in Computer Science at Nottingham Trent University.\n\nThe course leader for Computer Science (Games Technology) BSc (Hons) is James Lewis, who is a Senior Lecturer in Computer Science at Nottingham Trent University.\n\nThe Deputy Head of the Computer Science department at Nottingham Trent University is Dr. Joanna Hartley. \n\nThe Undergraduate Courses Manager at Nottingham Trent University is Dr. Peter Fitzgerald, who is a Principal Lecturer in Computer Science at Nottingham Trent University.']"," The course leader for the Computer Science (Games Technology) BSc (Hons) program at Nottingham Trent University is James Lewis, who is a Senior Lecturer in Computer Science at Nottingham Trent University.",James Lewis serves as the course leader for the Computer Science (Games Technology) BSc (Hons) program at Nottingham Trent University.,simple,"[{'source': 'CS_OpenDay_General.docx', 'filename': 'CS_OpenDay_General.docx'}]",True,0.9999999999,1.0,
 What are some of the areas of interest that students may focus on during their final year projects in relation to physics simulation?,0.0069770812988281,4.077720403671265,"['technology to the design of solutions to real-world problems. Many students integrate these projects with competitions or networking events like Global Game Jam or the Microsoft Imagine cup. In your final year, around one-third of your time will be spent working on your major project; this is a\n\ntechnology to the design of solutions to real-world problems. Many students integrate these projects with competitions or networking events like Global Game Jam or the Microsoft Imagine cup. In your final year, around one-third of your time will be spent working on your major project; this is a\n\ntechnology to the design of solutions to real-world problems. Many students integrate these projects with competitions or networking events like Global Game Jam or the Microsoft Imagine cup. In your final year, around one-third of your time will be spent working on your major project; this is a\n\nAs you embark on your academic journey, you will have access to a wide range of high-performance computers, specialized software, and advanced equipment. This immersive learning experience will allow you to actively apply theoretical concepts in real-world scenarios, ensuring you develop the']"," During their final year projects, students may focus on various areas of interest related to physics simulations. Some examples could include:  1. Simulating complex physical systems such as fluid dynamics, structural analysis, or particle physics. 2. Developing video games or virtual reality experiences that incorporate realistic physics engines. 3. Creating simulations for engineering applications, such as designing bridges, aircraft, or robots. 4. Investigating the behavior of materials under extreme conditions, such as high temperatures, pressures, or radiation. 5. Exploring the use of artificial intelligence (AI) and machine learning techniques to improve physics simulations. 6. Investigating the impact of different physical phenomena on various industries, such as climate change, renewable energy, or biomechanics.","During their final year projects, students may focus on areas such as virtual reality, mobile app development, serious games, and artificial intelligence. Specifically related to physics simulation, they might explore advanced visual FX techniques or develop physics simulations for various applications.",simple,"[{'source': 'CS_OpenDay_General.docx', 'filename': 'CS_OpenDay_General.docx'}]",True,0.0,0.5,
 What types of support and resources are available for students with Disabled Students' Allowances (DSAs) at the University?,0.006974458694458,6.351815938949585,"[""for Disabled Students' Allowances (DSAs), access statements and exam arrangements, accessibility, information on the support available.\n\nfor Disabled Students' Allowances (DSAs), access statements and exam arrangements, accessibility, information on the support available.\n\nfor Disabled Students' Allowances (DSAs), access statements and exam arrangements, accessibility, information on the support available.\n\nStaff can offer advice on: Applying for Disabled Students’ Allowances (DSAs) to fund your support, DSA funded Specialist One to One Study Skills Support, How to access academic support within NTU, e.g., Library Study Support, How to implement reasonable adjustments as recommended in your evidence""]"," At Nottingham Trent University (NTU), students with Disabled Students' Allowances (DSAs) have access to various forms of support and resources. These include:  1. Specialist One-to-One Study Skills Support: This service offers personalized assistance tailored to individual needs, helping students develop essential study skills.  2. Academic Support: NTU provides library study support, offering resources such as quiet study spaces, workshops, and online tutorials to help students succeed academically.  3. Accessible Learning Environment: NTU strives to create an accessible learning environment for all students. This includes providing accessible buildings, lecture rooms, and IT equipment, as well as alternative formats for course materials upon request.  4. Reasonable Adjustments: Based on recommendations from access statements, NTU staff work to implement reasonable adjustments to ensure that students with DSAs can participate fully in their studies.  5. Exam Arrangements: NTU offers appropriate exam arrangements for students with DSAs, including extended time, separate rooms, and use of assistive technology.  6. Application Assistance: Staff can provide guidance on applying for Disabled Students' Allowances (DSAs) to fund support services.","Staff can offer advice on Applying for Disabled Studentsâ€™ Allowances (DSAs) to fund your support, DSA funded Specialist One to One Study Skills Support, How to access academic support within NTU, e.g., Library Study Support, and how to implement reasonable adjustments as recommended in your evidence (e.g. extra time in exams).",simple,"[{'source': 'CS_OpenDay_General.docx', 'filename': 'CS_OpenDay_General.docx'}]",True,0.9999999999,1.0,
" What types of university support are available for students with long-term mental health conditions, and how can they access these resources?",0.0074038505554199,4.081013917922974,"[""There is support at NTU for students who have long term diagnosed mental health conditions and are looking for in-person support and reasonable adjustments to help them access their course. The Mental Health Mentoring and Access team support students with long term diagnosed mental health\n\nThere is support at NTU for students who have long term diagnosed mental health conditions and are looking for in-person support and reasonable adjustments to help them access their course. The Mental Health Mentoring and Access team support students with long term diagnosed mental health\n\nThere is support at NTU for students who have long term diagnosed mental health conditions and are looking for in-person support and reasonable adjustments to help them access their course. The Mental Health Mentoring and Access team support students with long term diagnosed mental health\n\nIf you have a long term diagnosed mental health condition and want to find out what support is available to you we offer advice sessions throughout term-time. Our services include: Support with applying for Disabled Students' Allowances (DSAs), Access statements and exam arrangements,""]"," At Nottingham Trent University (NTU), there is specific support available for students with long-term diagnosed mental health conditions. This includes:  1. Mental Health Mentoring and Access Team: They provide in-person support and reasonable adjustments to help students access their course. 2. Advice Sessions: These are offered throughout term-time to discuss various aspects such as applying for Disabled Students' Allowances (DSAs), creating Access Statements, and arranging exam accommodations.  To access these resources, students should reach out to the relevant departments or attend the open days and information sessions organized by the university. It's essential to disclose any long-term mental health conditions during the application process so that appropriate support can be arranged before starting the course.","Students with long-term mental health conditions at the University have access to various supports such as applying for Disabled Studentsâ€™ Allowances (DSAs) to fund their support, DSA funded Specialist One to One Study Skills Support, accessing academic support within NTU like Library Study Support, and implementing reasonable adjustments in exams. They can also seek advice on diagnostic evidence requirements.",simple,"[{'source': 'CS_OpenDay_General.docx', 'filename': 'CS_OpenDay_General.docx'}]",True,0.9999999999,1.0,
How does lecture time shift between Y2 and Y3 for placement-year students?,0.006937026977539,3.156132936477661,"['and lecture notes, and working on exercises. Contact hours Year 1 - lectures/seminars/workshops (33%) and independent study (67%) Year 2 - lectures/seminars/workshops (32%) and independent study (68%) Year 3 - lectures/seminars/workshops (18%) and independent study (82%) A placement year may be\n\nand lecture notes, and working on exercises. Contact hours Year 1 - lectures/seminars/workshops (33%) and independent study (67%) Year 2 - lectures/seminars/workshops (32%) and independent study (68%) Year 3 - lectures/seminars/workshops (18%) and independent study (82%) A placement year may be\n\nand lecture notes, and working on exercises. Contact hours Year 1 - lectures/seminars/workshops (33%) and independent study (67%) Year 2 - lectures/seminars/workshops (32%) and independent study (68%) Year 3 - lectures/seminars/workshops (18%) and independent study (82%) A placement year may be\n\nWeek which has timetabled icebreaker-type workshops to help students get to know each other and staff. Students are put into small tutorial groups for their first year of study which are usually about 15 or so students per group, and they will have a personal tutor who will help support and guide']"," For placement-year students, the amount of lecture time decreases from Year 2 to Year 3. In Year 2, the contact hours for lectures, seminars, and workshops are approximately 32%, while independent study takes up around 68% of the time. In Year 3, when students are on a placement year, the contact hours decrease further to about 18%, with independent study accounting for 82% of the time. This means that there is significantly less structured learning time during the placement year, allowing students more flexibility to focus on their work placements.","For placement-year students, the lecture time shifts from 32% in Year 2 to 18% in Year 3 of study.",conditional,"[{'source': 'CS_OpenDay_General.docx', 'filename': 'CS_OpenDay_General.docx'}]",True,0.0,1.0,
What are the year 1 course types' percentage distributions?,0.0068750381469726,1.5956141948699951,['(82%) A placement year may be taken between year 2 and year 3 of study\n\n(82%) A placement year may be taken between year 2 and year 3 of study\n\n(82%) A placement year may be taken between year 2 and year 3 of study\n\nversions of the course up to the end of Level 5 (year 2).'], The percentages for the different course types in Year 1 at Nottingham Trent University (NTU) are not specified in the provided context. I would recommend visiting the NTU website or contacting their admissions office for more detailed information on the distribution of courses in Year 1.,"In Year 1, the distribution of course types is 33% lectures/seminars/workshops and 67% independent study.",reasoning,"[{'source': 'CS_OpenDay_General.docx', 'filename': 'CS_OpenDay_General.docx'}]",True,0.0,0.0,
 What is the core objective of the E-Mobility Cyber Security project in fostering NTU-Industry research collaboration?,0.0067493915557861,2.5829553604125977,"['Cyber Security for Smart EV Charging Network: The core objective of the E-Mobility Cyber Security project is to foster NTU-Industry research collaboration toward EV-centric smart, secure, and green mobility. The expertise-centric research collaboration consists of three working groups including\n\nCyber Security for Smart EV Charging Network: The core objective of the E-Mobility Cyber Security project is to foster NTU-Industry research collaboration toward EV-centric smart, secure, and green mobility. The expertise-centric research collaboration consists of three working groups including\n\nCyber Security for Smart EV Charging Network: The core objective of the E-Mobility Cyber Security project is to foster NTU-Industry research collaboration toward EV-centric smart, secure, and green mobility. The expertise-centric research collaboration consists of three working groups including\n\ncurrent security challenges but also anticipating future ones. We collaborate with academic institutions, industry partners, and government agencies to share knowledge and provide resources to drive innovation. Our goal is to provide our clients with the highest level of protection against cyber']"," The core objective of the E-Mobility Cyber Security project in fostering NTU-Industry research collaboration is to work together towards EV-centric smart, secure, and green mobility. This is achieved by addressing current security challenges and anticipating future ones, collaborating with academic institutions, industry partners, and government agencies to share knowledge and provide resources to drive innovation, with the ultimate goal of providing the highest level of protection against cyber threats in the field of electric vehicle charging networks.","The core objective of the E-Mobility Cyber Security project is to foster NTU-Industry research collaboration toward smart, secure, and green mobility. This involves expertise-centric research collaboration in three working groups focused on vehicular communication for EV charging management, cyber security of charging infrastructure, and data analytics for cyber risk prediction.",simple,"[{'source': 'CS_OpenDay_General.docx', 'filename': 'CS_OpenDay_General.docx'}]",True,0.9999999999,0.6666666666666666,
 What is the purpose of using a data quality score in the TrustMe AI platform?,0.0071158409118652,2.0010664463043213,"['phases. The TrustMe platform is running based on a local-host web application with enabled features for designing, developing, and implementing explainable and trustworthy AI applications. TrustMe platform also offers a data quality score using the Quality of Data (QoD) estimator.\n\nphases. The TrustMe platform is running based on a local-host web application with enabled features for designing, developing, and implementing explainable and trustworthy AI applications. TrustMe platform also offers a data quality score using the Quality of Data (QoD) estimator.\n\nphases. The TrustMe platform is running based on a local-host web application with enabled features for designing, developing, and implementing explainable and trustworthy AI applications. TrustMe platform also offers a data quality score using the Quality of Data (QoD) estimator.\n\nTrustMe Project: This project has developed a secure and trustworthy AI platform suitable for AI developers and data scientists, which provides a scoring mechanism to measure the quality and trust levels of datasets and AI/ML algorithms during the development and deployment phases. The TrustMe']"," The purpose of using a data quality score in the TrustMe AI platform is to provide a quantitative measure of the quality and trustworthiness of datasets and AI/ML algorithms during their development and deployment phases. This helps ensure that the data used in these systems is reliable and accurate, thereby enhancing the overall performance and trustworthiness of the AI applications built using the platform.","The purpose of using a data quality score in the TrustMe AI platform is to measure the quality and trust levels of datasets and AI/ML algorithms during their development and deployment phases. This scoring mechanism helps ensure that the data used for training and operating AI models meets certain standards, contributing to more reliable and explainable AI applications.",simple,"[{'source': 'CS_OpenDay_General.docx', 'filename': 'CS_OpenDay_General.docx'}]",True,0.9999999999,1.0,
 What services does the Nottingham Trent Students Union provide to assist students with finding accommodation?,0.0069048404693603,2.680178165435791,"['Nottingham Trent Students Union. We recommend that students always view accomodation before deciding to rent.\n\nNottingham Trent Students Union. We recommend that students always view accomodation before deciding to rent.\n\nNottingham Trent Students Union. We recommend that students always view accomodation before deciding to rent.\n\nNTSU CLUBS AND SOCIETIES: Run by students for students, Nottingham Trent Students’ Union (NTSU) is an essential part of any student’s time with NTU. You can take a full tour of the NTSU facilities via our campus tours.\n\n\n\nMetadata: About Nottingham\n\nText:']"," The Nottingham Trent Students Union provides several services to assist students with finding accommodation. They recommend that students always view accommodation before deciding to rent. Additionally, they offer campus tours where you can take a full tour of the NTSU facilities, including their accommodation options. However, it's important to note that while they provide guidance, students are ultimately responsible for finding their own accommodations. For more detailed information, I would recommend visiting the NTSU website or speaking directly with a member of their team during your campus tour.",The Nottingham Trent Students Union provides housing advice to students as a service to assist them in finding accommodation.,simple,"[{'source': 'CS_OpenDay_General.docx', 'filename': 'CS_OpenDay_General.docx'}]",True,0.0,1.0,
 What services does the Nottingham Trent Students Union provide to assist students with finding accommodation?,0.0068440437316894,2.0962400436401367,"['Nottingham Trent Students Union. We recommend that students always view accomodation before deciding to rent.\n\nNottingham Trent Students Union. We recommend that students always view accomodation before deciding to rent.\n\nNottingham Trent Students Union. We recommend that students always view accomodation before deciding to rent.\n\nNTSU CLUBS AND SOCIETIES: Run by students for students, Nottingham Trent Students’ Union (NTSU) is an essential part of any student’s time with NTU. You can take a full tour of the NTSU facilities via our campus tours.\n\n\n\nMetadata: About Nottingham\n\nText:']"," The Nottingham Trent Students Union provides several services to assist students with finding accommodation. They recommend that students always view accommodation before deciding to rent. Additionally, they offer a full tour of their facilities via campus tours, which may include information about available housing options. However, for specific details or personalized assistance, I would recommend reaching out directly to the NTSU or visiting their website for more information.",The Nottingham Trent Students Union provides housing advice to students as a service to assist them in finding accommodation.,simple,"[{'source': 'CS_OpenDay_General.docx', 'filename': 'CS_OpenDay_General.docx'}]",True,0.0,1.0,
" What are seminars and workshops in the context of interactive learning, and how do they differ from traditional lectures?",0.0074589252471923,2.9821927547454834,"['in a classroom setting. Seminars and workshops – smaller sessions where a group gets together, led by an academic, providing an opportunity to debate and discuss learning. These are designed to be interactive. Independent research – students will be expected to conduct preparatory reading for most\n\nin a classroom setting. Seminars and workshops – smaller sessions where a group gets together, led by an academic, providing an opportunity to debate and discuss learning. These are designed to be interactive. Independent research – students will be expected to conduct preparatory reading for most\n\nin a classroom setting. Seminars and workshops – smaller sessions where a group gets together, led by an academic, providing an opportunity to debate and discuss learning. These are designed to be interactive. Independent research – students will be expected to conduct preparatory reading for most\n\nTypes of Learning: Lectures – delivered by an academic and held in lecture theatres or classrooms, the purpose of lectures is to give a framework to structure your learning around. Lecture theatres can be very large and overwhelming if a student is used to being taught in a classroom setting.']"," Seminars and workshops are interactive learning sessions that take place in a smaller group setting, typically led by an academic. They provide opportunities for students to engage in debates, discussions, and collaborative learning activities. This format encourages active participation and allows students to delve deeper into specific topics. In contrast, traditional lectures are delivered by an academic in a larger setting, with the primary purpose of giving a structured framework for learning. While lectures may include some interaction through questions and answers, they tend to be more one-way in nature compared to seminars and workshops.","Seminars and workshops in the context of interactive learning are smaller sessions where a group gets together, led by an academic. They provide an opportunity to debate and discuss learning, designed to be interactive. Unlike traditional lectures, which are delivered by an academic in lecture theatres or classrooms with the purpose of giving a framework for structured learning, seminars and workshops focus on engagement and discussion among participants.",simple,"[{'source': 'CS_OpenDay_General.docx', 'filename': 'CS_OpenDay_General.docx'}]",True,0.9999999999,1.0,
 What are some of the expectations placed on students when it comes to independent research in their university courses?,0.0068440437316894,3.5547397136688232,"['in a classroom setting. Seminars and workshops – smaller sessions where a group gets together, led by an academic, providing an opportunity to debate and discuss learning. These are designed to be interactive. Independent research – students will be expected to conduct preparatory reading for most\n\nis closely monitored, whereas higher education is based on the idea of independent learning.\n\nhygiene, getting up in the morning, working washing machines, programming central heating, taking out the rubbish, travelling to university from their accommodation, give the student every opportunity to take responsibility for these tasks. Lack of independent living skills is all too often the\n\nyear. You will acquire the skills to become an independent learner and gain advanced skills in specialised areas such as artificial intelligence, cloud computing, advanced analysis and design, embedded systems and programming. A group project to manage and deliver a significant multidisciplinary']"," In the context of Nottingham Trent University, students are expected to conduct preparatory reading for most of their courses. This means they should be prepared to read and understand course materials independently. They may also be required to participate in seminars or workshops, where they will have opportunities to debate and discuss learning with fellow students and academics. Additionally, students are encouraged to develop their independent learning skills throughout their university experience, which includes acquiring advanced skills in specialized areas like artificial intelligence, cloud computing, advanced analysis and design, embedded systems, and programming. A significant part of their studies might involve a group project, where they would be responsible for managing and delivering a multidisciplinary project.","Students are expected to conduct preparatory reading for most lectures and seminars as part of their independent research. This involves engaging with course materials beforehand, which helps them actively participate in discussions and better understand the subject matter.",simple,"[{'source': 'CS_OpenDay_General.docx', 'filename': 'CS_OpenDay_General.docx'}]",True,0.0,1.0,
What design method improves mental well-being and thinking skills?,0.0071594715118408,1.4397709369659424,"['design provide the right conditions for students to succeed in their chosen field.\n\ndesign provide the right conditions for students to succeed in their chosen field.\n\ndesign provide the right conditions for students to succeed in their chosen field.\n\nDigital Displays of Nature to Improve Mental Health - Use of biophilic design and smart environments to recognise the human instinct to connect with nature and the mental health benefits this can bring, such as reducing stress, anxiety and depression, and improving cognitive function.']"," The design method that improves mental well-being and thinking skills is Biophilic Design, which incorporates elements of nature into built environments to promote a connection between humans and the natural world, thereby reducing stress, anxiety, and depression while improving cognitive function.","The use of biophilic design and smart environments recognizes the human instinct to connect with nature, which can improve mental health by reducing stress, anxiety, depression, and enhancing cognitive function.",reasoning,"[{'source': 'CS_OpenDay_General.docx', 'filename': 'CS_OpenDay_General.docx'}]",True,0.9999999999,1.0,
How does adapting game mechanics based on a stroke patient's affective state contribute to reducing the frequency and improving the duration of accurate movements during home-based rehabilitation exercises?,0.0068681240081787,2.7714507579803467,['Using Games and affective state to reduce abnormal movements in home based rehabilitation for stroke patients: Our previous research has shown that adherence to exercise and accuracy of movement in unsupervised home rehabilitation settings are significant barriers to using co-designed games as\n\nUsing Games and affective state to reduce abnormal movements in home based rehabilitation for stroke patients: Our previous research has shown that adherence to exercise and accuracy of movement in unsupervised home rehabilitation settings are significant barriers to using co-designed games as\n\nUsing Games and affective state to reduce abnormal movements in home based rehabilitation for stroke patients: Our previous research has shown that adherence to exercise and accuracy of movement in unsupervised home rehabilitation settings are significant barriers to using co-designed games as\n\nto using co-designed games as tools for the rehabilitation of the upper limb and hand following stroke when formal therapies stop. We propose a novel solution: first harnessing multimodal data to assess patient state of affect and using this information to adapt game mechanics to maintain']," Adapting game mechanics based on a stroke patient's affective state contributes to reducing the frequency and improving the duration of accurate movements during home-based rehabilitation exercises by creating a more engaging and personalized experience. This engagement can help motivate the patient to continue with their exercises, thereby increasing adherence. Additionally, tailoring the game mechanics to the patient's emotional state can help create a positive feedback loop, making the exercises more enjoyable and less daunting, which can lead to improved focus and accuracy over time.","Adapting game mechanics based on a stroke patient's affective state contributes to reducing the frequency and improving the duration of accurate movements during home-based rehabilitation exercises by maintaining engagement through personalized experiences. By harnessing multimodal data to assess the patient's mood or emotional state, the game can dynamically adjust its difficulty level, feedback, and challenges in real-time. This approach ensures that patients remain motivated and focused on performing exercises accurately over extended periods, leading to better adherence to rehabilitation protocols and potentially enhancing recovery outcomes.",simple,"[{'source': 'CS_OpenDay_General.docx', 'filename': 'CS_OpenDay_General.docx'}]",True,0.9999999999,1.0,
 What role does the Disability Officer play in supporting students with an autism spectrum condition at NTU?,0.0068488121032714,2.5566205978393555,"['There is a range of support available for autistic students including: a school based Disability Officer, in-house and external one-to-one support, exam arrangements, social activities including a weekly lunch club, transition support for applicants.\n\nThere is a range of support available for autistic students including: a school based Disability Officer, in-house and external one-to-one support, exam arrangements, social activities including a weekly lunch club, transition support for applicants.\n\nThere is a range of support available for autistic students including: a school based Disability Officer, in-house and external one-to-one support, exam arrangements, social activities including a weekly lunch club, transition support for applicants.\n\nWorking together to improve the University experience for students with Autism Spectrum Conditions (ASC) and for students who have both autism and attention deficit hyperactivity disorder (AuDHD).We believe that autistic students should be respected and valued for their positive qualities as well']"," The Disability Officer plays a crucial role in supporting students with an autism spectrum condition at NTU. They provide guidance and advice on reasonable adjustments and support services that can help students succeed academically and socially. This includes arranging exam accommodations, offering one-to-one support, and providing information about resources and opportunities tailored to the needs of autistic students. Additionally, they work closely with other university departments to ensure a supportive and inclusive environment for all students with disabilities.","The Disability Officer plays a crucial role in supporting students with an autism spectrum condition at NTU by acting as their key point of contact. They assist these students in getting an Access Statement in place and arranging their support needs, including offering advice sessions for setting up support or discussing help at university, applying for Disabled Students Allowances (DSAs), orientation, accessing the course, academic liaison, and recommending non-medical helper support.",simple,"[{'source': 'CS_OpenDay_General.docx', 'filename': 'CS_OpenDay_General.docx'}]",True,0.9999999999,1.0,
